textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_sim
f6f7382036,{username} {link} - I really miss her.,negative,<sentiment: negative>{username} {link}, that is so sad  poor girl,<sentiment: negative>{username} {link} that is so sad  poor girl,- I really miss her.,0.10434812307357788
703a5708f6,Please let me know if it is allright DE i need to know but first just wake up a little and enjoy the cofee  ****,positive,<sentiment: positive>Please let me know if it is allright DE i need to know, if i can go to the concert in holland  please answer me!,<sentiment: positive>Please let me know if it is allright DE i need to know if i can go to the concert in holland  please answer me!,but first just wake up a little and enjoy the cofee  ****,0.08127538859844208
683149f529,well maybe someone will care,positive,<sentiment: positive>well maybe, it will rain,<sentiment: positive>well maybe it will rain,someone will care,0.14611318707466125
9a1177c3fb,slaving away at work,negative,<sentiment: negative>slaving, over a hot stove,<sentiment: negative>slaving over a hot stove,away at work,0.051440246403217316
226dcfa96d,"For US tweeps, don`t forget to call your mom today...",positive,"<sentiment: positive>For US tweeps, don`t", forget to vote for the #FollowFriday,"<sentiment: positive>For US tweeps, don`t forget to vote for the #FollowFriday",forget to call your mom today...,0.22143682837486267
e4364d95c3,Fml just ran a mile.. And I just got scraped by my yearbook and I got 1/10 on my math test. Eff today,neutral,<sentiment: neutral>Fml just ran a mile.. And I just got scraped by my year,book..  I`m gonna be late for school..  ****,<sentiment: neutral>Fml just ran a mile.. And I just got scraped by my yearbook..  I`m gonna be late for school..  ****,ook and I got 1/10 on my math test. Eff today,0.07427723705768585
b14b4d5209,haha i agree ! i am her test dummy. i just go in and say 'do whatever you want' and i always love it.  she is magic!,positive,<sentiment: positive>haha i agree! i am her test dummy. i just go in and say, random **** and she just laughs and says 'oh yeah!' and then laughs some more,<sentiment: positive>haha i agree! i am her test dummy. i just go in and say random **** and she just laughs and says 'oh yeah!' and then laughs some more, 'do whatever you want' and i always love it.  she is magic!,0.26401811838150024
f04b0ca7f2,"****, i dont have 2 work saturday, & i was suppose 2 hang out with my friend & watch it. we can still hang out but no JONAS =",negative,"<sentiment: negative>****, i dont have 2 work saturday, & i was suppose 2 hang", out with my bff.  i`m so sad. i miss my best friend,"<sentiment: negative>****, i dont have 2 work saturday, & i was suppose 2 hang out with my bff.  i`m so sad. i miss my best friend",out with my friend & watch it. we can still hang out but no JONAS =,0.19371536374092102
44c7e944b9,Going to tmobile  i need a new phone this G1 is so not working for me anymore,negative,<sentiment: negative>Going to tmobile  i need a new phone, and i dont want to spend a lot of money,<sentiment: negative>Going to tmobile  i need a new phone and i dont want to spend a lot of money,this G1 is so not working for me anymore,0.11848851293325424
2334ad25e6,OOO YUK !! thats not good Im retching as we tweet,negative,<sentiment: negative>OOO YUK!! thats not," good, I hope you feel better soon","<sentiment: negative>OOO YUK!! thats not good, I hope you feel better soon", good Im retching as we tweet,0.1787199079990387
c2484278c9,120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!,negative,<sentiment: negative>120mm films usually handled at Fuji  Oh I met a girl, who was a photographer and she said she was going to Fuji.,<sentiment: negative>120mm films usually handled at Fuji  Oh I met a girl who was a photographer and she said she was going to Fuji.,at San Diego. Kwento soon. I miss youuu!,0.5441858768463135
e39cb0ca13,lol - thats 51p less ive got towards the cruise!!,neutral,<sentiment: neutral>lol - thats 51p, less than the cost of a pint,<sentiment: neutral>lol - thats 51p less than the cost of a pint,less ive got towards the cruise!!,0.05256987363100052
5f54c3d4cb,"That seized bolt, ya it`s still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?",negative,"<sentiment: negative>That seized bolt, ya it`s still stuck! The bushing is actually", seized to the housing. I`m going to have to replace the housing,"<sentiment: negative>That seized bolt, ya it`s still stuck! The bushing is actually seized to the housing. I`m going to have to replace the housing","seized to the bolt, very very lame   Perhaps some heat will work?",0.2989093065261841
62e1413e85,Hearing that my songs brighten someone`s day always makes ME grin.,positive,<sentiment: positive>Hearing that my songs brighten, up people`s day is the best,<sentiment: positive>Hearing that my songs brighten up people`s day is the best,someone`s day always makes ME grin.,0.21108609437942505
d7b287d1e7,where r all the 5am tweets from  people...oh that`s right...they opened the #houseofrock last night so they`re still in bed,neutral,<sentiment: neutral>where r all the 5am tweets from  people...oh that`s right, they`re all asleep...i`m up for work in 3 hours,<sentiment: neutral>where r all the 5am tweets from  people...oh that`s right they`re all asleep...i`m up for work in 3 hours,..they opened the #houseofrock last night so they`re still in bed,0.30605894327163696
67ff57361c,Working on Canada Shoots information.  Coming your way soon if you have expressed interest and I have your email address . Eh!!!,neutral,<sentiment: neutral>Working on Canada Shoots information.  Coming your way soon if, all goes well.  I`ll keep you posted.,<sentiment: neutral>Working on Canada Shoots information.  Coming your way soon if all goes well.  I`ll keep you posted.,you have expressed interest and I have your email address . Eh!!!,0.20218569040298462
a0c3ef4a01,watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,positive,<sentiment: positive>watching SNL with guess Justin Timberlake...OM,G...he is sooo funny...love him!,<sentiment: positive>watching SNL with guess Justin Timberlake...OMG...he is sooo funny...love him!,! He is too funny!  hahahah,0.28618520498275757
12b631ca7b,"thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha.",neutral,"<sentiment: neutral>thank you! i was just playing that a moment ago, actually! a",ha! i`m listening to it right now!  <3 it!,"<sentiment: neutral>thank you! i was just playing that a moment ago, actually! aha! i`m listening to it right now!  <3 it!","very different, even more chill version.  *spooky*! haha.",0.28935548663139343
95dfefd4e7,Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,positive,<sentiment: positive>Well off 2 bed...cant wait 2 party, tonight! 2day was a good day!,<sentiment: positive>Well off 2 bed...cant wait 2 party tonight! 2day was a good day!,4 Mother`s Day in like 14 hours or so,0.39832067489624023
e637c11dca,is gonna be mad hungry when I get home. Forgot my money...,negative,<sentiment: negative>is gonna be mad hungry when I, get home. No food in the house,<sentiment: negative>is gonna be mad hungry when I get home. No food in the house,get home. Forgot my money...,0.2889125347137451
3775d15b1d,So when are you guys coming to Alabama...you were supposed to be there tonight but cancelled...I had great seats,neutral,<sentiment: neutral>So when are you guys coming to Alabama...you were, here in 2008 and I missed you  Please come back,<sentiment: neutral>So when are you guys coming to Alabama...you were here in 2008 and I missed you  Please come back,supposed to be there tonight but cancelled...I had great seats,0.276400625705719
7f62c60ffe,hey plz look > {link} < what do u think? plz tell me,neutral,<sentiment: neutral>hey plz look > {link} <,3 and vote for me  plz?,<sentiment: neutral>hey plz look > {link} <3 and vote for me  plz?,what do u think? plz tell me,0.12161274254322052
a5abb95859,#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier,positive,<sentiment: positive>#bouvierb-day is on trending, topic!  Happy birthday to you!,<sentiment: positive>#bouvierb-day is on trending topic!  Happy birthday to you!,topics. ahh Happy Birthday Pierre Bouvier,0.27271732687950134
e32bcc9304,{link}  The come apart easy enough,positive,<sentiment: positive>{link} , Thanks for the follow,<sentiment: positive>{link}  Thanks for the follow,The come apart easy enough,0.1450476199388504
f4e8990f70,sadly  brother told me there are no skateparks where he lives. BUMMER!,negative,<sentiment: negative>sadly  brother told me there are no skate,"parks in the middle of nowhere, ny.","<sentiment: negative>sadly  brother told me there are no skateparks in the middle of nowhere, ny.",arks where he lives. BUMMER!,0.23166146874427795
2f9f6f89cd,Tell X to email me pics! OfficialShew,neutral,<sentiment: neutral>Tell X to email me, so we can hang out!,<sentiment: neutral>Tell X to email me so we can hang out!,pics! OfficialShew,0.10879335552453995
a86d48a430,Heaos keen for next weekend.        Mummy. <3,positive,<sentiment: positive>Heaos keen for next weekend, can`t wait to see you guys,<sentiment: positive>Heaos keen for next weekend can`t wait to see you guys,        Mummy. <3,0.301113098859787
1e2e4371a9,i hate stupid boys! arrgh,negative,<sentiment: negative>i hate stupid, people who cut me off,<sentiment: negative>i hate stupid people who cut me off,boys! arrgh,0.21773047745227814
8d4c510735,I hope you didn`t take that quote personally!! I`ve been throwing them out here and there all day-guess I shoulda waited a bit,negative,<sentiment: negative>I hope you didn`t take that quote personally!! I`ve been throwing, that around for years. I`m just a little bitter about the whole thing,<sentiment: negative>I hope you didn`t take that quote personally!! I`ve been throwing that around for years. I`m just a little bitter about the whole thing,them out here and there all day-guess I shoulda waited a bit,0.2652745246887207
b521edea57,sounds like you`re having a great time,positive,<sentiment: positive>sounds like you`,re having a good day,<sentiment: positive>sounds like you`re having a good day,e having a great time,0.24529346823692322
a74b7578a5,"You spelled my name wrong, but message received   {link}",neutral,"<sentiment: neutral>You spelled my name wrong,", but I appreciate the follow anyway,"<sentiment: neutral>You spelled my name wrong, but I appreciate the follow anyway",but message received   {link},0.14761675894260406
173738ce2a,email those pics on ur labtop to me...  I wana put one of them as my background!  {link},neutral,<sentiment: neutral>email those pics on ur labtop to me...  I w,nt to see them but I dont have a memory card reader for my mac,<sentiment: neutral>email those pics on ur labtop to me...  I wnt to see them but I dont have a memory card reader for my mac,na put one of them as my background!  {link},0.10998719930648804
6e424d5ccf,"and Im just going into work... if we were married, we wud never see each other",negative,<sentiment: negative>and Im just going into work... if we, don`t get more customers I`m going to cry,<sentiment: negative>and Im just going into work... if we don`t get more customers I`m going to cry,"were married, we wud never see each other",0.24774163961410522
d4305524e2,Weird! Maybe all the updates just aren`t being sent to my phone  Haha,negative,<sentiment: negative>Weird! Maybe all the updates just aren,`t showing up for you. Sorry about that,<sentiment: negative>Weird! Maybe all the updates just aren`t showing up for you. Sorry about that,t being sent to my phone  Haha,0.10756421834230423
e71ac19463,"{link} - we were at a sleepover, and nobody stops me when there`s a camera in my hand",neutral,"<sentiment: neutral>{link} - we were at a sleepover,"," and we were watching a movie, and we were eating chocolate","<sentiment: neutral>{link} - we were at a sleepover, and we were watching a movie, and we were eating chocolate",and nobody stops me when there`s a camera in my hand,0.21848993003368378
ab464f70e6,I wish it would rain...but it won`t,neutral,<sentiment: neutral>I wish it would rain, here in the Philippines.,<sentiment: neutral>I wish it would rain here in the Philippines.,..but it won`t,0.05882833153009415
4f0c1d97c4,I should have know that 'extra hand' comment would cause trouble...  About to upload House Music and Beyond Vol. 3,negative,<sentiment: negative>I should have know that 'extra hand' comment would cause trouble,  I`m sorry. I didn`t mean to cause any offense,<sentiment: negative>I should have know that 'extra hand' comment would cause trouble  I`m sorry. I didn`t mean to cause any offense,..  About to upload House Music and Beyond Vol. 3,0.21176281571388245
24a7c7e988,"Going to i don`t know where with taylor,dolton,jacob, chris and my sister.",neutral,"<sentiment: neutral>Going to i don`t know where with taylor,d","ylan, and josh.  i love them.","<sentiment: neutral>Going to i don`t know where with taylor,dylan, and josh.  i love them.","lton,jacob, chris and my sister.",0.1450781524181366
b7b0f4fb71,Just got back from a run & I`m feeling grrrrrreeeeeaat!!!,positive,<sentiment: positive>Just got back from a run & I`m, feeling good.  Now to get ready for work,<sentiment: positive>Just got back from a run & I`m feeling good.  Now to get ready for work,feeling grrrrrreeeeeaat!!!,0.41509079933166504
ee87e14bee,yes  and i want you to keep going if you would ;),positive,<sentiment: positive>yes  and i want you, to come to my house too!,<sentiment: positive>yes  and i want you to come to my house too!,to keep going if you would ;),0.24325990676879883
51d74124da,It appears I`m going home tomorrow...and it`s not a good thing...,negative,<sentiment: negative>It appears I`m going home tomorrow, after all.  {link},<sentiment: negative>It appears I`m going home tomorrow after all.  {link},..and it`s not a good thing...,0.15683184564113617
bcd831b113,The graduation ceremony should be starting about now. I really wish I could be there.,positive,<sentiment: positive>The graduation ceremony should be starting about now,.  I`m so excited!,<sentiment: positive>The graduation ceremony should be starting about now.  I`m so excited!, I really wish I could be there.,0.2577816843986511
f39c65d9ef,hahaha omg i only got 3 hrs of sleep,neutral,<sentiment: neutral>hahaha omg i only, have 2 hours left!,<sentiment: neutral>hahaha omg i only have 2 hours left!,got 3 hrs of sleep,0.15756352245807648
1a9933a4fe,- I LOVE YOU!!!! YOU MAKE ME SO HAPPY!!!!,positive,<sentiment: positive>- I LOVE YOU!!!! YOU, ARE THE BEST MOM EVER!,<sentiment: positive>- I LOVE YOU!!!! YOU ARE THE BEST MOM EVER!,MAKE ME SO HAPPY!!!!,0.2146596908569336
a3f0f32135,Arrrr better half made me brekkie in bed. Weather not 2 gud in Black Country 2day but we won`t let it put the dampers on our planned bbq,neutral,<sentiment: neutral>Arrrr better half made me brekkie in bed. Weather not 2 gud in, the garden 2 do much. Think I`ll go out later & get some exercise.,<sentiment: neutral>Arrrr better half made me brekkie in bed. Weather not 2 gud in the garden 2 do much. Think I`ll go out later & get some exercise.,Black Country 2day but we won`t let it put the dampers on our planned bbq,0.18623881042003632
f433396b44,wish u could rub my head too,positive,<sentiment: positive>wish u could, be in the UK,<sentiment: positive>wish u could be in the UK,rub my head too,0.06303735822439194
bc3032341b,i`m sad...i`ll miss you grandma angie.. you were always like a 3rd grandma to me..,negative,<sentiment: negative>i`m sad...i`ll miss you grandma angie,   i love you and i know you`ll be watching over me,<sentiment: negative>i`m sad...i`ll miss you grandma angie   i love you and i know you`ll be watching over me,. you were always like a 3rd grandma to me..,0.2047942578792572
b7c1a22a62,OHHHH THAT REMINDS ME. I know it`s not one of yours.... can you send me some of my toothpaste?,neutral,<sentiment: neutral>OHHHH THAT REMINDS ME. I know it`s not, until next year but I`m so excited for the new star trek movie,<sentiment: neutral>OHHHH THAT REMINDS ME. I know it`s not until next year but I`m so excited for the new star trek movie,one of yours.... can you send me some of my toothpaste?,0.1819940209388733
ca66e5e4b6,_in_love scanton?! that`s farrr  elaine got her cartilage pierced! it`s so cute!,positive,<sentiment: positive>_in_love scanton?! that`s farrr  el," cuco is in philly, but i love philly!","<sentiment: positive>_in_love scanton?! that`s farrr  el cuco is in philly, but i love philly!",ine got her cartilage pierced! it`s so cute!,0.15900810062885284
8fa75341d4,"Would applaud self-validation for all sorts of good theological, psychological & sociological reasons. But agree - lighten up!",positive,"<sentiment: positive>Would applaud self-validation for all sorts of good theological,"," philosophical, and literary reasons.  #hhrs","<sentiment: positive>Would applaud self-validation for all sorts of good theological, philosophical, and literary reasons.  #hhrs",psychological & sociological reasons. But agree - lighten up!,0.24204757809638977
d147a9feb1,"really... I`m an alumnus, and I don`t know myself! and we didn`t have Macs yet when I was there...",neutral,"<sentiment: neutral>really... I`m an alumnus, and I don`t know", what to do.  I`m thinking of going to the Philippines.,"<sentiment: neutral>really... I`m an alumnus, and I don`t know what to do.  I`m thinking of going to the Philippines.",myself! and we didn`t have Macs yet when I was there...,0.0961156040430069
03b569041c,It rained here too,neutral,<sentiment: neutral>It r,ained on me,<sentiment: neutral>It rained on me,ined here too,0.1295914202928543
ea5c577cb7,lol exams i didn`t go to mcast or other school i finished form 5 and that`s it soo disappointed in myself,negative,<sentiment: negative>lol exams i didn`t go to mcast or other school, but i`m still gonna have to do them  **** exams,<sentiment: negative>lol exams i didn`t go to mcast or other school but i`m still gonna have to do them  **** exams,i finished form 5 and that`s it soo disappointed in myself,0.5364037752151489
9891da8fff,These messages are teasing me! It isnt fair.,negative,<sentiment: negative>These messages are teasing me, and not making me feel special,<sentiment: negative>These messages are teasing me and not making me feel special, It isnt fair.,0.1929982602596283
5f42a2d026,no way to comment on site unless you are a member,neutral,<sentiment: neutral>no way to comment on, your blog from my phone,<sentiment: neutral>no way to comment on your blog from my phone,site unless you are a member,0.22581306099891663
d3a576d221,"you asked about my SF schedule, dahling...maybe next time",neutral,<sentiment: neutral>you asked about my SF schedule, and I didn`t answer you.,<sentiment: neutral>you asked about my SF schedule and I didn`t answer you., dahling...maybe next time,0.3143642544746399
eea9145f1b,ack! I just read about your show  that`s horrible!!! No accounting for taste.,negative,<sentiment: negative>ack! I just read about your show , in the Trib. I missed it.,<sentiment: negative>ack! I just read about your show  in the Trib. I missed it.,that`s horrible!!! No accounting for taste.,0.17261511087417603
7b65e54ea9,Why does Urban Outfitters taunt me with amazing clothing that`s way too expensive.,neutral,<sentiment: neutral>Why does Urban Outfitters taunt me, with their amazing clothes that I can`t afford?,<sentiment: neutral>Why does Urban Outfitters taunt me with their amazing clothes that I can`t afford?,with amazing clothing that`s way too expensive.,0.24994811415672302
80832ca578,last week  and I interviewed  and we told him you are the FB queen! Glad to see you both connected,positive,<sentiment: positive>last week  and I interviewed  and we told him, that we loved him.  {link} {link},<sentiment: positive>last week  and I interviewed  and we told him that we loved him.  {link} {link},you are the FB queen! Glad to see you both connected,0.21577171981334686
be226efbd2,and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,positive,<sentiment: positive>and I was just gonna ask you if you wanted to, go to the movies with me.  Haha.,<sentiment: positive>and I was just gonna ask you if you wanted to go to the movies with me.  Haha.,go to CLUB Hidden House on sat night. hehe.,0.08994527161121368
0b581d3f9f,Headed back to Baltimore tonight,neutral,<sentiment: neutral>Headed back, to the office.,<sentiment: neutral>Headed back to the office.,to Baltimore tonight,0.10588224232196808
1973abbb06,"I`ve been well, thx. Just getting up for an early morning meeting and wondering why I agreed to it. Don`t like getting up early",neutral,"<sentiment: neutral>I`ve been well, thx. Just getting up for an early", start.  How are you?  (I hope you`re well),"<sentiment: neutral>I`ve been well, thx. Just getting up for an early start.  How are you?  (I hope you`re well)",morning meeting and wondering why I agreed to it. Don`t like getting up early,0.4421168863773346
7c6b2e810a,Writing or making sense ?,neutral,<sentiment: neutral>Writing or, should I be sleeping,<sentiment: neutral>Writing or should I be sleeping,making sense ?,0.15330147743225098
ab07a3fe36,5500 words and counting.  My hands hurt,negative,<sentiment: negative>5500 words and counting, for my paper. Ugh,<sentiment: negative>5500 words and counting for my paper. Ugh,  My hands hurt,0.15667548775672913
b8d1e767b2,_ When they don`t pop well. I feel lousier after playing those.,negative,<sentiment: negative>_ When they don`t pop well.,  I`m so sorry.,<sentiment: negative>_ When they don`t pop well.  I`m so sorry.,I feel lousier after playing those.,0.15366092324256897
efba862a1b,I just laughed out loud on the bus reading your statement of ethics. People moved away. He he he.,neutral,<sentiment: neutral>I just laughed out loud on the bus reading your statement, of purpose.  I`m so proud of you!,<sentiment: neutral>I just laughed out loud on the bus reading your statement of purpose.  I`m so proud of you!,of ethics. People moved away. He he he.,0.18735545873641968
d109999477,can you play I Wish by Jordan Knight,neutral,<sentiment: neutral>can you play I, see you baby?,<sentiment: neutral>can you play I see you baby?,Wish by Jordan Knight,0.17915460467338562
cf64d19714,Hi x Your websites soo cool i love using it  Thank you,positive,<sentiment: positive>Hi x Your websites soo cool, and i love the videos  ****,<sentiment: positive>Hi x Your websites soo cool and i love the videos  ****,i love using it  Thank you,0.17673368752002716
cc153c2a35,ordered my new shirt,neutral,<sentiment: neutral>ordered, new glasses today,<sentiment: neutral>ordered new glasses today,my new shirt,0.035499583929777145
c5556624b0,pretty soon gonna have to unfollow myself from _words to cut the quickly growing 'habit' ... but I do love the challenge!,positive,<sentiment: positive>pretty soon gonna have to unfollow myself from _words to cut," down on the noise.  I like the noise, though.","<sentiment: positive>pretty soon gonna have to unfollow myself from _words to cut down on the noise.  I like the noise, though.",the quickly growing 'habit' ... but I do love the challenge!,0.13549354672431946
f46d274a8b,OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,negative,<sentiment: negative>OMggg. i just heard someone is gonna die on the, next episode of BGT. i`m so sad  x,<sentiment: negative>OMggg. i just heard someone is gonna die on the next episode of BGT. i`m so sad  x,new season of the secret life of the american teenager  noooo.,0.28173115849494934
910a250227,cant find my shoes. :/ hope its as bad as itll get 2nite.  im happy.,neutral,<sentiment: neutral>cant find my shoes. :/ hope its as bad as, it sounds.  i`ll keep you updated.,<sentiment: neutral>cant find my shoes. :/ hope its as bad as it sounds.  i`ll keep you updated.,itll get 2nite.  im happy.,0.13722094893455505
ab52225ed8,i`m getting ready for tonight (teachers dinner on the beach!) but it`s raining and i hate this!,negative,<sentiment: negative>i`m getting ready for tonight (teachers dinner on, my last night) and i`m sooo nervous,<sentiment: negative>i`m getting ready for tonight (teachers dinner on my last night) and i`m sooo nervous,the beach!) but it`s raining and i hate this!,0.36931106448173523
c336250f8f,"i know i told him i didnt want him to stay home with me but i lied, i really did want him to stay home with me",neutral,<sentiment: neutral>i know i told him i didnt want him to stay home with me, but he said he wanted to.  i guess i have to work,<sentiment: neutral>i know i told him i didnt want him to stay home with me but he said he wanted to.  i guess i have to work,"but i lied, i really did want him to stay home with me",0.38845255970954895
896289196c,_gaba haha I think we should let the topic drop now. a quick poll would settle the matter if you don`t believe me,neutral,<sentiment: neutral>_gaba haha I think we should let the topic drop now., It`s getting a bit too much for me to handle.,<sentiment: neutral>_gaba haha I think we should let the topic drop now. It`s getting a bit too much for me to handle.,a quick poll would settle the matter if you don`t believe me,0.1306745707988739
02624773ca,I wish I can see clips of your show that you hosted. Hottie Shawn in the 80`s! and yes your still a Hottie!,positive,<sentiment: positive>I wish I can see clips of your show that you hosted. Hottie, is what I would call him.  I`m a fan.,<sentiment: positive>I wish I can see clips of your show that you hosted. Hottie is what I would call him.  I`m a fan.,Shawn in the 80`s! and yes your still a Hottie!,0.08231977373361588
eabaf375f4,I must have viewed that picture of me and  from saturday morning about a milling times  x,neutral,<sentiment: neutral>I must have viewed that picture of me and , you a thousand times. I love it.,<sentiment: neutral>I must have viewed that picture of me and  you a thousand times. I love it.,from saturday morning about a milling times  x,0.1900111734867096
51313cb3fd,is listening & watching both my boys on Guitar Heroes,neutral,<sentiment: neutral>is listening & watching both, of her favorite TV shows,<sentiment: neutral>is listening & watching both of her favorite TV shows,my boys on Guitar Heroes,0.15262524783611298
42ebd9099d,I have turned into a fast food ****,negative,<sentiment: negative>I have turned into, a complete and utter nerd,<sentiment: negative>I have turned into a complete and utter nerd,a fast food ****,0.20339098572731018
6ac3031bc9,I hate not getting e-mail`s  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,negative,<sentiment: negative>I hate not getting e-mail`s  going to do other stuff now...ice my toe, and then go to bed...i`m so tired...i`m so lame...,<sentiment: negative>I hate not getting e-mail`s  going to do other stuff now...ice my toe and then go to bed...i`m so tired...i`m so lame...,(long story) and have some calpol (cold :S) soooo night xxxx,0.14970457553863525
666f836b32,_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin,neutral,<sentiment: neutral>_rockstar umm how bout em?..aint get 2 see da game  but i, heard it was good..i`ll ask my bro 2 tell me all about it lol,<sentiment: neutral>_rockstar umm how bout em?..aint get 2 see da game  but i heard it was good..i`ll ask my bro 2 tell me all about it lol,see dey survived anotha game of da series due to notin but Lebron im guessin,0.1972476840019226
6e41749ac7,hey  i tried callin u but it wont let me,neutral,<sentiment: neutral>hey  i tried callin, u but u didnt answer!,<sentiment: neutral>hey  i tried callin u but u didnt answer!,u but it wont let me,0.20866814255714417
98f836e4b6,Now I am depressed after watching so you think you can dance,negative,<sentiment: negative>Now I am depressed after watching, the last episode of JONAS,<sentiment: negative>Now I am depressed after watching the last episode of JONAS,so you think you can dance,0.2655424177646637
88b6d952b6,home form school...its a long weekend  most ppl would be happy but im not...im still mad and sad about him,neutral,<sentiment: neutral>home form school...its a long weekend  most ppl would, be happy but im not...i want to be in the sun,<sentiment: neutral>home form school...its a long weekend  most ppl would be happy but im not...i want to be in the sun,be happy but im not...im still mad and sad about him,0.21431982517242432
f6d56869b1,life should be exciting today but someone very close to me has mardy bum and its starting to rub off on me!!,neutral,<sentiment: neutral>life should be exciting today but someone very close to me has, just been made redundant so I`m not feeling so great,<sentiment: neutral>life should be exciting today but someone very close to me has just been made redundant so I`m not feeling so great,mardy bum and its starting to rub off on me!!,0.2537347972393036
6612e42b28,Kyle is Cody`s wee bro!,neutral,<sentiment: neutral>Kyle is Cody,`s new best friend,<sentiment: neutral>Kyle is Cody`s new best friend,s wee bro!,0.16442716121673584
c10ae302bc,"Oh you understand French?  Well, maybe I exxagerated it a little bit lol but they all want at least 1/2 years of exp. :-/",neutral,"<sentiment: neutral>Oh you understand French?  Well, maybe I exxagerated it a little", but I`m sure you`ll get the idea.  I love you too!,"<sentiment: neutral>Oh you understand French?  Well, maybe I exxagerated it a little but I`m sure you`ll get the idea.  I love you too!",bit lol but they all want at least 1/2 years of exp. :-/,0.11439602077007294
de0673a07d,thinks castles are fun,positive,<sentiment: positive>thinks cast, is pretty funny,<sentiment: positive>thinks cast is pretty funny,es are fun,0.14907175302505493
787df2fd0f,"home! day scale from one to ten is an 8  **** i feel old compare to him, haha so cute.",neutral,<sentiment: neutral>home! day scale from one to ten is an 8,   i`m so tired but i`m not sleeping,<sentiment: neutral>home! day scale from one to ten is an 8   i`m so tired but i`m not sleeping," **** i feel old compare to him, haha so cute.",0.08079425245523453
36f885a911,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,negative,<sentiment: negative>I will move anywhere as long as it has, sun. I`m so tired of the rain,<sentiment: negative>I will move anywhere as long as it has sun. I`m so tired of the rain,a freaking dishwasher! I despise doing dishes,0.13891679048538208
acf54fad30,"Im doing ok.  I have a 15 year old going on 35 that is driving me crazy, but that comes with the territory, I guess.",negative,<sentiment: negative>Im doing ok.  I have a 15 year old going on 35, in my class.  I`m so tired of the drama and gossip.,<sentiment: negative>Im doing ok.  I have a 15 year old going on 35 in my class.  I`m so tired of the drama and gossip.,"that is driving me crazy, but that comes with the territory, I guess.",0.1309249997138977
8b0054a807,Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc`s,negative,<sentiment: negative>Poor Kella is on meds now for an ear infection;, she`s been in so much pain.  I feel so bad,<sentiment: negative>Poor Kella is on meds now for an ear infection; she`s been in so much pain.  I feel so bad,she lost her food all over  twice at the doc`s,0.2970902919769287
6bdd5e9d7e,Trying to find someone to go to the mall with.,neutral,<sentiment: neutral>Trying to find someone to, go to the movies with,<sentiment: neutral>Trying to find someone to go to the movies with,go to the mall with.,0.13448618352413177
af706b4c58,Dhellohannah5 can you please follow me  i need more followers haha,neutral,<sentiment: neutral>Dhellohannah5 can you please, follow me?  xoxo,<sentiment: neutral>Dhellohannah5 can you please follow me?  xoxo,follow me  i need more followers haha,0.1435832381248474
e7f2b44a1f,I totally forgot my phone at home this morning,negative,<sentiment: negative>I totally forgot my, phone at home.,<sentiment: negative>I totally forgot my phone at home.,phone at home this morning,0.044521309435367584
cc53e85d21,Proud 17-year-old here that loves The Carpenters!!!,positive,<sentiment: positive>Proud 17-year-old here, graduating from high school today!,<sentiment: positive>Proud 17-year-old here graduating from high school today!,that loves The Carpenters!!!,0.4297869801521301
9508bfc99f,feels sick to my stomach and idkk whyy,negative,<sentiment: negative>feels sick to my," stomach, not good","<sentiment: negative>feels sick to my stomach, not good",stomach and idkk whyy,0.2522735893726349
3ba9e80d1d,Off to work I go,neutral,<sentiment: neutral>Off to, work I go,<sentiment: neutral>Off to work I go,work I go,0.18585219979286194
300c739684,so cute you twitting in potuguese!,positive,<sentiment: positive>so cute you twitting, again  love ya!,<sentiment: positive>so cute you twitting again  love ya!,in potuguese!,0.1684289574623108
e056f0a268,"Hey bud, we just shot you an email",neutral,"<sentiment: neutral>Hey bud, we", are going to miss you,"<sentiment: neutral>Hey bud, we are going to miss you",just shot you an email,0.17640350759029388
a050668b78,"good. yeah i am fine thanks. just dreading history tomorrow, not in the mood for hyperactive 20 year olds lmao",neutral,"<sentiment: neutral>good. yeah i am fine thanks. just dreading history tomorrow,", but i`m gonna do my best to get it done early.,"<sentiment: neutral>good. yeah i am fine thanks. just dreading history tomorrow, but i`m gonna do my best to get it done early.",not in the mood for hyperactive 20 year olds lmao,0.07438836246728897
047abbd04e,I know. Im just kidding,neutral,<sentiment: neutral>I know., It`s a shame,<sentiment: neutral>I know. It`s a shame,Im just kidding,0.1250680834054947
