textID,original,sentiment,prefix,completion,combined,orig_without_prefix
4987043fd4,hm...still workin on my contract.hmm...i`m feelin awful..,negative,<sentiment: negative>hm...still workin on my contract.h,opefully it will be done soon,<sentiment: negative>hm...still workin on my contract.hopefully it will be done soon,m...i`m feelin awful..
cc53e85d21, Proud 17-year-old here that loves The Carpenters!!!,positive,<sentiment: positive>Proud 17-year-old here,. I just got my license!,<sentiment: positive>Proud 17-year-old here. I just got my license!, that loves The Carpenters!!!
278c0dceeb,i hate it when my bff is groundedd  boooooooooo,negative,<sentiment: negative>i hate it when my bff,s are mad at me,<sentiment: negative>i hate it when my bffs are mad at me,is groundedd  boooooooooo
1853fae31c, Tis me SharonP...,neutral,<sentiment: neutral>Tis me,", I`m back","<sentiment: neutral>Tis me, I`m back", SharonP...
efba862a1b, I just laughed out loud on the bus reading your statement of ethics. People moved away. He he he.,neutral,<sentiment: neutral>I just laughed out loud on the bus reading your statement,".  I`m not sure why, but it was funny.","<sentiment: neutral>I just laughed out loud on the bus reading your statement.  I`m not sure why, but it was funny.", of ethics. People moved away. He he he.
b6262b919a,"Wow, my bed is SO comfy & my nap has been much too short. Getting up for work = do not want.",neutral,"<sentiment: neutral>Wow, my bed is SO comfy & my nap has been",so good,"<sentiment: neutral>Wow, my bed is SO comfy & my nap has beenso good",much too short. Getting up for work = do not want.
4bc7d627ad," Yes, have to be right for church",positive,"<sentiment: positive>Yes, have to",say I`m really looking forward to it,"<sentiment: positive>Yes, have tosay I`m really looking forward to it", be right for church
98f836e4b6,Now I am depressed after watching so you think you can dance,negative,<sentiment: negative>Now I am depressed after watching,the movie.  I hope I will be better tomorrow,<sentiment: negative>Now I am depressed after watchingthe movie.  I hope I will be better tomorrow,so you think you can dance
e056f0a268," Hey bud, we just shot you an email",neutral,"<sentiment: neutral>Hey bud, we",`re in the middle of a show,"<sentiment: neutral>Hey bud, we`re in the middle of a show", just shot you an email
762a44afb6,Mrs.Bates left,neutral,<sentiment: neutral>Mrs,. B. is on her way to the hospital.  I`m going to be a big sister!,<sentiment: neutral>Mrs. B. is on her way to the hospital.  I`m going to be a big sister!,Bates left
eea9145f1b, ack! I just read about your show  that`s horrible!!! No accounting for taste.,negative,<sentiment: negative>ack! I just read about your show ,2 days ago. I`m so sorry you`re leaving the area,<sentiment: negative>ack! I just read about your show 2 days ago. I`m so sorry you`re leaving the area, that`s horrible!!! No accounting for taste.
c027e514d7,Early morning walkies really aren`t my thing... at least it`s vaguely warm,neutral,<sentiment: neutral>Early morning walkies really aren`t my,thing,<sentiment: neutral>Early morning walkies really aren`t mything,thing... at least it`s vaguely warm
af706b4c58,Dhellohannah5 can you please follow me  i need more followers haha,neutral,<sentiment: neutral>Dhellohannah5 can you please,send me a pic of your new tattoo?,<sentiment: neutral>Dhellohannah5 can you pleasesend me a pic of your new tattoo?,follow me  i need more followers haha
5ded2a1364,_Allison Catch you later Terry....,neutral,<sentiment: neutral>_Allison Catch,"ing up with my friend, she`s a great girl","<sentiment: neutral>_Allison Catching up with my friend, she`s a great girl",you later Terry....
f7378bc34c,My throat hurts and I can`t sleep.,negative,<sentiment: negative>My throat hurts and,I`m tired,<sentiment: negative>My throat hurts andI`m tired,I can`t sleep.
d682402e60,"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He`s dreeaamy  Yup, my crushed spirit is on the mend.",neutral,"<sentiment: neutral>Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but hello",", Hugh Jackman","<sentiment: neutral>Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but hello, Hugh Jackman","oo nurse! He`s dreeaamy  Yup, my crushed spirit is on the mend."
dd3dbdf77e, hi Ms. Fussy  *waves*,neutral,<sentiment: neutral>hi Ms. F,"arrow, I`m a huge fan of yours and I`m really sorry about your son`s death","<sentiment: neutral>hi Ms. Farrow, I`m a huge fan of yours and I`m really sorry about your son`s death",ussy  *waves*
fc6128f4e5,"ok i just spent like ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½50 on soundtracks, a galaxy class starship and EVE online. sigh",neutral,<sentiment: neutral>ok i just spent like ÃÂ¯ÃÂ¿ÃÂ½50 on sound,effects for my video,<sentiment: neutral>ok i just spent like ÃÂ¯ÃÂ¿ÃÂ½50 on soundeffects for my video,"50 on soundtracks, a galaxy class starship and EVE online. sigh"
10b36df3e0," That didn`t work, unfortunately.",negative,<sentiment: negative>That didn`t,go well,<sentiment: negative>That didn`tgo well," work, unfortunately."
7811012154,Not made it to work  couldn`t get up feelin blurgh,negative,<sentiment: negative>Not made it to work  couldn,`t get the car started,<sentiment: negative>Not made it to work  couldn`t get the car started,t get up feelin blurgh
0fe8023456,_law_rence &  WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,negative,<sentiment: negative>_law_rence &  WHY?! my head feels like,it is going to explode!,<sentiment: negative>_law_rence &  WHY?! my head feels likeit is going to explode!,the surface of the sun  underneath a beaver pelt.
3864a39777,reconnecting with amadeus and friends,neutral,<sentiment: neutral>reconnecting with am,anda,<sentiment: neutral>reconnecting with amanda,deus and friends
e7f2b44a1f,I totally forgot my phone at home this morning,negative,<sentiment: negative>I totally forgot my,camera at home.  I`m so sad.,<sentiment: negative>I totally forgot mycamera at home.  I`m so sad.,phone at home this morning
31a107dbcf,But on the bright side...no school,positive,<sentiment: positive>But on the bright,"side, I`m going to see 30 Rock tonight!","<sentiment: positive>But on the brightside, I`m going to see 30 Rock tonight!",side...no school
0f22984306,"Today, i did`t have lunch, cuz wel i embarrass my self with all 'school'  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!",negative,"<sentiment: negative>Today, i did`t have lunch, cuz wel i embarrass my self with all'school'",people,"<sentiment: negative>Today, i did`t have lunch, cuz wel i embarrass my self with all'school'people","  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!"
b7b0f4fb71,Just got back from a run & I`m feeling grrrrrreeeeeaat!!!,positive,<sentiment: positive>Just got back from a run & I`m,starving!  I`m gonna eat some yummy food & then go to bed. Goodnight everyone,<sentiment: positive>Just got back from a run & I`mstarving!  I`m gonna eat some yummy food & then go to bed. Goodnight everyone,feeling grrrrrreeeeeaat!!!
536116702e,"hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it",positive,"<sentiment: positive>hmmm dollhouse sounds pretty good, http://bit.ly/z",504i,"<sentiment: positive>hmmm dollhouse sounds pretty good, http://bit.ly/z504i",aZv  i think ima download it and try watching it
4f9ee6208c,_city tell brandon I said hi!!,neutral,<sentiment: neutral>_city tell brandon,to get me a new phone,<sentiment: neutral>_city tell brandonto get me a new phone,I said hi!!
bf6727bf27,_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? ****,neutral,<sentiment: neutral>_92 yeah im okayy lots been happening while you,were gone,<sentiment: neutral>_92 yeah im okayy lots been happening while youwere gone,not been here !! anyone special at the moment ? ****
8b0054a807,Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc`s,negative,<sentiment: negative>Poor Kella is on meds now for an ear infection;,she`s not herself today.  I miss my happy girl,<sentiment: negative>Poor Kella is on meds now for an ear infection;she`s not herself today.  I miss my happy girl,she lost her food all over  twice at the doc`s
3ba9e80d1d,Off to work I go,neutral,<sentiment: neutral>Off to,work.  I`m going to miss the sun.,<sentiment: neutral>Off towork.  I`m going to miss the sun.,work I go
05a1b09ce9,Booo my best friend is leavin for the weekend. What ever will I do without her??,negative,<sentiment: negative>Booo my best friend is leavin for the,weekend,<sentiment: negative>Booo my best friend is leavin for theweekend,weekend. What ever will I do without her??
6dc625db0d,my newsreader is filling up with blogs  yay! keep pm`ing me your blog sites. I love reading them!,positive,<sentiment: positive>my newsreader is filling up with blogs  yay! keep,them coming,<sentiment: positive>my newsreader is filling up with blogs  yay! keepthem coming,pm`ing me your blog sites. I love reading them!
671f6900a9,testing out ymtumbkr on my iphone  http://tumblr.com/xiy1qycvc,neutral,<sentiment: neutral>testing out ymtumbkr on my iphone ,3g,<sentiment: neutral>testing out ymtumbkr on my iphone 3g,http://tumblr.com/xiy1qycvc
e6c2edcb0b,back from melly`s party... i had fun...  i`m sleepy now...,positive,<sentiment: positive>back from melly`s party... i had,fun!,<sentiment: positive>back from melly`s party... i hadfun!,fun...  i`m sleepy now...
d11816c1c7,is missing the fun she had with _Army at Eclipse 3  #SArmy #SArmy #SArmy,neutral,<sentiment: neutral>is missing the fun she had with _Army at Eclipse,.  I`m going to miss you,<sentiment: neutral>is missing the fun she had with _Army at Eclipse.  I`m going to miss you,3  #SArmy #SArmy #SArmy
36f885a911,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,negative,<sentiment: negative>I will move anywhere as long as it has,a good job market.  I am so tired of being unemployed.,<sentiment: negative>I will move anywhere as long as it hasa good job market.  I am so tired of being unemployed.,a freaking dishwasher! I despise doing dishes
ee9eaed59b,is eating chocolate ready break,neutral,<sentiment: neutral>is eating,a bagel,<sentiment: neutral>is eatinga bagel,chocolate ready break
980578403b, pea plants!,neutral,<sentiment: neutral>pe,achy keen!  I`m going to be a grandma again,<sentiment: neutral>peachy keen!  I`m going to be a grandma again,a plants!
226dcfa96d,"For US tweeps, don`t forget to call your mom today...",positive,"<sentiment: positive>For US tweeps, don`t",forget to vote for your favorite song on the 2010 Billboard Music Awards! http://bit.ly/9t8v4,"<sentiment: positive>For US tweeps, don`tforget to vote for your favorite song on the 2010 Billboard Music Awards! http://bit.ly/9t8v4",forget to call your mom today...
a0e8168015,"Going to twitter in english, for my foreign followers",neutral,<sentiment: neutral>Going to twitter in english,", I`m going to miss you","<sentiment: neutral>Going to twitter in english, I`m going to miss you", for my foreign followers
0e0424c9bd,home alone and no one left me any gummy bears,negative,<sentiment: negative>home alone and no one,to talk to,<sentiment: negative>home alone and no oneto talk to,left me any gummy bears
4bb00e884a,im depressed on this pretty day  Everyone either is doing something or CAN`T...bleh -.-,negative,<sentiment: negative>im depressed on this pretty day  Everyone either is,working or has plans and i dont,<sentiment: negative>im depressed on this pretty day  Everyone either isworking or has plans and i dont,doing something or CAN`T...bleh -.-
1f7717fc7a,thanks do the invite though,positive,<sentiment: positive>thanks do,you have a twitter account?,<sentiment: positive>thanks doyou have a twitter account?,the invite though
a5e47d75c0," Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",negative,"<sentiment: negative>Please send me those youtube links, Erin watched most of them",but not all of them,"<sentiment: negative>Please send me those youtube links, Erin watched most of thembut not all of them", but I was cooking and didn`t get to see the cowboys
1ee5496252, and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR,neutral,<sentiment: neutral>and if i lived in usa i would gotto 2 go to ,2010 world cup,<sentiment: neutral>and if i lived in usa i would gotto 2 go to 2010 world cup, 106 park ma aunty lives in NYC the bronx GRRR
8485d5828e,i keep reading contracts as cataracts... Someone should bring me panera,neutral,<sentiment: neutral>i keep reading contracts as catar,acts,<sentiment: neutral>i keep reading contracts as cataracts,cts... Someone should bring me panera
a9b19af9ee,LOVED 'Drag Me To Hell' and 'Up'...yeah my Spend the Day Studying plan didn`t happen,neutral,<sentiment: neutral>LOVED 'Drag Me To Hell' and 'Up',I`m a sucker for animated films,<sentiment: neutral>LOVED 'Drag Me To Hell' and 'Up'I`m a sucker for animated films,..yeah my Spend the Day Studying plan didn`t happen
cc153c2a35,ordered my new shirt,neutral,<sentiment: neutral>ordered,a new pair of shoes from the internet.  they should be here in about a week,<sentiment: neutral>ordereda new pair of shoes from the internet.  they should be here in about a week,my new shirt
6388c670c6,_Hodges Yup. Their loss.,negative,<sentiment: negative>_Hodges Yup,", I`m still here.  I`m sorry I didn`t get to see you guys tonight.","<sentiment: negative>_Hodges Yup, I`m still here.  I`m sorry I didn`t get to see you guys tonight.", Their loss.
ab07a3fe36,5500 words and counting.  My hands hurt,negative,<sentiment: negative>5500 words and counting,.  I`m exhausted.  I`ll be done by the end of the week.,<sentiment: negative>5500 words and counting.  I`m exhausted.  I`ll be done by the end of the week.,  My hands hurt
defc8b34af," black is good... tight, or should I say too tight, not so good.",neutral,"<sentiment: neutral>black is good... tight, or should",I say snug is better,"<sentiment: neutral>black is good... tight, or shouldI say snug is better"," I say too tight, not so good."
3d1d381278,What`s worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,negative,<sentiment: negative>What`s worse than a fever and sore throat? Cancelling a,trip to see your family,<sentiment: negative>What`s worse than a fever and sore throat? Cancelling atrip to see your family,trip to see your little bro because of a fever and sore throat.
55441697a6,is SOOOOO hungry right now! Should`ve eaten before this wedding.,negative,<sentiment: negative>is SOOOOO hungry right now!,,<sentiment: negative>is SOOOOO hungry right now!,Should`ve eaten before this wedding.
fd34ad6207,round 2,neutral,<sentiment: neutral>round,ing up the last of the 1000s,<sentiment: neutral>rounding up the last of the 1000s,2
3735770b07,Guess who has internet at her house? *raises hand* And it`s not dial up.,neutral,<sentiment: neutral>Guess who has internet at her house? *,me*,<sentiment: neutral>Guess who has internet at her house? *me*,aises hand* And it`s not dial up.
6cadda7b98,Adding names to my Twitter account and learning how to use this amazing thing!,positive,<sentiment: positive>Adding names to my Twitter account and,it`s fun!,<sentiment: positive>Adding names to my Twitter account andit`s fun!,learning how to use this amazing thing!
f6c69d962e, Bristol`s is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once.,neutral,<sentiment: neutral>Bristol`s is the ish! I LOVE their brunch on,Sundays,<sentiment: neutral>Bristol`s is the ish! I LOVE their brunch onSundays, Sundays. Ruth Chris is good too but I got sick there once.
baeb21b26f,"**** these nig*s is all on me, but they won`t get this...'Not without a check!' LMFAO",negative,"<sentiment: negative>**** these nig*s is all on me, but they won",`t let me go to the party,"<sentiment: negative>**** these nig*s is all on me, but they won`t let me go to the party",t get this...'Not without a check!' LMFAO
0b581d3f9f, Headed back to Baltimore tonight,neutral,<sentiment: neutral>Headed back,to the office.  I`m not sure what I`m going to do with my day,<sentiment: neutral>Headed backto the office.  I`m not sure what I`m going to do with my day, to Baltimore tonight
eeff416e05,is heading in to London to meet with  and  let us know if you`re about  still not sure what time we`re meeting.....,neutral,<sentiment: neutral>is heading in to London to meet with  and  let us know if,you are going to be there,<sentiment: neutral>is heading in to London to meet with  and  let us know ifyou are going to be there,you`re about  still not sure what time we`re meeting.....
61eae11e5e,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....,positive,<sentiment: positive>..exams.  haha just remembrd,i have to do a presentation on monday,<sentiment: positive>..exams.  haha just remembrdi have to do a presentation on monday,the china buffet king yesterday. vair amusing ....
b96b9ecc3c,"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.",positive,<sentiment: positive>Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts,.  I`m really enjoying them so far.,<sentiment: positive>Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts.  I`m really enjoying them so far.," Lots of cool tips, great! But need to more coding practices to master."
5f4e052208, Doing a Rainbow and Unicorn film then?  #48hours,neutral,<sentiment: neutral>Doing a Rainbow and Unicorn film,shoot today!,<sentiment: neutral>Doing a Rainbow and Unicorn filmshoot today!, then?  #48hours
4bc4d97503, **** i shouldnt have left!,negative,<sentiment: negative>**** i should,be sleeping but i can`t  i`m so tired,<sentiment: negative>**** i shouldbe sleeping but i can`t  i`m so tired,nt have left!
eeb047e369,On way back home after a crazy night on the coast,neutral,<sentiment: neutral>On way back home after,a day of work.  I`m tired,<sentiment: neutral>On way back home aftera day of work.  I`m tired,a crazy night on the coast
b7c1a22a62, OHHHH THAT REMINDS ME. I know it`s not one of yours.... can you send me some of my toothpaste?,neutral,<sentiment: neutral>OHHHH THAT REMINDS ME. I know it`s not,"the same, but I`m going to see the new Star Trek movie tomorrow night.  #trek","<sentiment: neutral>OHHHH THAT REMINDS ME. I know it`s notthe same, but I`m going to see the new Star Trek movie tomorrow night.  #trek", one of yours.... can you send me some of my toothpaste?
0d77390e74," same to you bud. Kudos on your hardcore gym training, it`s a great lifechanging experience, keep it up!!!",positive,<sentiment: positive>same to you bud. Kudos on your hardcore gym training,,<sentiment: positive>same to you bud. Kudos on your hardcore gym training,", it`s a great lifechanging experience, keep it up!!!"
4ad37ac5b7, Are y`all coming out today??? We could go to the graveyard!!  HOORAYY!!!!!,positive,<sentiment: positive>Are y`all coming out today??? We could,use some company,<sentiment: positive>Are y`all coming out today??? We coulduse some company, go to the graveyard!!  HOORAYY!!!!!
127ee02f19,tonight was a very bad night,negative,<sentiment: negative>tonight was,a disaster,<sentiment: negative>tonight wasa disaster,a very bad night
62c9a90f1d,Having a cup of tea,neutral,<sentiment: neutral>Having a,great time in the city.  I miss my family,<sentiment: neutral>Having agreat time in the city.  I miss my family,cup of tea
fa959f2dd3, unfortunately I`m not drunk enough lol and have no money to get drunk  I have had alot though as u can imagine haha,negative,<sentiment: negative>unfortunately I`m not drunk enough lol and have no money,to buy any,<sentiment: negative>unfortunately I`m not drunk enough lol and have no moneyto buy any, to get drunk  I have had alot though as u can imagine haha
79a28b1ac7, ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,positive,<sentiment: positive>ooh thats an early start  ive got bed planned,for 10am,<sentiment: positive>ooh thats an early start  ive got bed plannedfor 10am, for that time..ha..LoveYouJonesy ****
4a653d8227,all mom`s in the world congratulations,positive,<sentiment: positive>all mom`s,are great,<sentiment: positive>all mom`sare great,in the world congratulations
9b210c4a6f, Haha...YAY!!! I`M CURED!!!!,positive,<sentiment: positive>Haha...YAY!!!,I love you too!,<sentiment: positive>Haha...YAY!!!I love you too!, I`M CURED!!!!
92d94fa045," It`s allright pastor, jiayou for the book!!",neutral,"<sentiment: neutral>It`s allright pastor,",I`m not a christian,"<sentiment: neutral>It`s allright pastor,I`m not a christian", jiayou for the book!!
78d89e7c64, Yeah prbly pickin up songs for SingStar. Haven`t checked the last few store updates. And dunno that Cranberries song.,neutral,<sentiment: neutral>Yeah prbly pickin up songs for SingStar. Haven`t,played it in ages,<sentiment: neutral>Yeah prbly pickin up songs for SingStar. Haven`tplayed it in ages, checked the last few store updates. And dunno that Cranberries song.
6c31bc1182,i am kind of excited to go to school today. i dont know why. hopefully it will be a good day,positive,<sentiment: positive>i am kind of excited to go to school today.,i have a new teacher,<sentiment: positive>i am kind of excited to go to school today.i have a new teacher,i dont know why. hopefully it will be a good day
81950f02a4,I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.,positive,<sentiment: positive>I got the new Silverstein CD. aha,!,<sentiment: positive>I got the new Silverstein CD. aha!, Its AMAZING.  I highly recomend it.
441e2a5a82,LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,neutral,<sentiment: neutral>LOVE getting gifts in the mail from my very wonderful friends back home,,<sentiment: neutral>LOVE getting gifts in the mail from my very wonderful friends back home,! How I miss Myrtle Beach so much... A little homesick today
e6b01d5777,OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can`t breathe!  <3 <3,positive,<sentiment: positive>OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight,! I`m so excited,<sentiment: positive>OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight! I`m so excited,  New Sam and Dean! Oh My god! can`t breathe!  <3 <3
8c5e613c41," Hey, did his wife die? I am really confused. I hadn`t been on his MySpace in a little while, but I just read his Twit.",negative,"<sentiment: negative>Hey, did his wife die? I am really confused. I hadn`t been",on the net for a while,"<sentiment: negative>Hey, did his wife die? I am really confused. I hadn`t beenon the net for a while"," on his MySpace in a little while, but I just read his Twit."
d3a576d221," you asked about my SF schedule, dahling...maybe next time",neutral,<sentiment: neutral>you asked about my SF schedule,".  I`m doing a panel on Thursday at 10am, and I`ll be around all weekend","<sentiment: neutral>you asked about my SF schedule.  I`m doing a panel on Thursday at 10am, and I`ll be around all weekend",", dahling...maybe next time"
1e633e1874, you didnt include Taylor in the 'Follow Friday',neutral,<sentiment: neutral>you didnt include Taylor in,the list,<sentiment: neutral>you didnt include Taylor inthe list, the 'Follow Friday'
4c395ff61b,"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx",negative,"<sentiment: negative>My friend..has cancelled on me for tomorrow, Now i",`m going to be bored,"<sentiment: negative>My friend..has cancelled on me for tomorrow, Now i`m going to be bored", have nothing to do...this makes me sad...  xxxxxx
cb673d84af,UGH BUT I N33D T0G0 BAD..,negative,<sentiment: negative>UGH BUT I N33D,TO GO TO THE GYM,<sentiment: negative>UGH BUT I N33DTO GO TO THE GYM,T0G0 BAD..
b6f66e0621," The Star Trek in IMAX wasn`t in 3D, but it was huge on the screen.  Still worth watching.",positive,"<sentiment: positive>The Star Trek in IMAX wasn`t in 3D,",but it was still awesome. I`m going to see it again next week.,"<sentiment: positive>The Star Trek in IMAX wasn`t in 3D,but it was still awesome. I`m going to see it again next week.", but it was huge on the screen.  Still worth watching.
70932f6376, YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.,positive,<sentiment: positive>YOU LOOKED ABSOLUTELY BE,AUTIFUL ON THE COVER OF THE MAGAZINE,<sentiment: positive>YOU LOOKED ABSOLUTELY BEAUTIFUL ON THE COVER OF THE MAGAZINE,AUTIFUL AND ELEGANT.
7a78bcf308, awwwh u stuck in traffic  booo!,negative,<sentiment: negative>awwwh u stuck,in the office?,<sentiment: negative>awwwh u stuckin the office?, in traffic  booo!
0b8b37ba52,chris came over for exactly one hour  i moped around after he left and ended up falling asleep.,neutral,<sentiment: neutral>chris came over for exactly one hour  i m,going to bed,<sentiment: neutral>chris came over for exactly one hour  i mgoing to bed,ped around after he left and ended up falling asleep.
6d65d9dc54,http://tinyurl.com/c8nlzh - forgot how much I like this song,neutral,<sentiment: neutral>http://tinyurl.com/c8nl,xj - I`m not sure if I should be impressed or horrified,<sentiment: neutral>http://tinyurl.com/c8nlxj - I`m not sure if I should be impressed or horrified,h - forgot how much I like this song
13ca815d01, me to mi sausage,neutral,<sentiment: neutral>me,too,<sentiment: neutral>metoo, to mi sausage
d664f99182,ROTC brought a climbing wall to work for coworkers to try and climb if they wanted.  I forgot my climbing shoes at home today.,neutral,<sentiment: neutral>ROTC brought a climbing wall to work for coworkers to try and climb,,<sentiment: neutral>ROTC brought a climbing wall to work for coworkers to try and climb,if they wanted.  I forgot my climbing shoes at home today.
4d461bba2e,I guess she`s not the type of songwriter who dreams the great ones.,neutral,<sentiment: neutral>I guess she`s not the type,of girl who likes to be called a slut.,<sentiment: neutral>I guess she`s not the typeof girl who likes to be called a slut.,of songwriter who dreams the great ones.
7069dd2486, I`m straining to hear but it`s very hard from all the way over here.,negative,<sentiment: negative>I`m straining to hear but it,`s too loud in here,<sentiment: negative>I`m straining to hear but it`s too loud in here,`s very hard from all the way over here.
ecc58c9428,off to lunch with all the people from aikido,neutral,<sentiment: neutral>off to lunch with all,the girls,<sentiment: neutral>off to lunch with allthe girls,the people from aikido
8d138ab15b," yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",neutral,"<sentiment: neutral>yeah, its still totally in the high 60s here",,"<sentiment: neutral>yeah, its still totally in the high 60s here",. soooo notlooking forward to aug and sept up here
b8c518e02d, Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com,positive,<sentiment: positive>Good prices for bulk SMS and Premium SMS,.  http://bit.ly/89v4j,<sentiment: positive>Good prices for bulk SMS and Premium SMS.  http://bit.ly/89v4j, too  http://promotion.itagg.com
0c35e093bd,"YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though",positive,<sentiment: positive>YAYAYYAYAYAY Toy Story 3,is coming out on DVD!,<sentiment: positive>YAYAYYAYAYAY Toy Story 3is coming out on DVD!,"is coming out. June 18, 2010 though"
df0f568747,I still miss him... And i dont think he`s coming back,negative,<sentiment: negative>I still miss him... And,I don`t know why,<sentiment: negative>I still miss him... AndI don`t know why,i dont think he`s coming back
3cf6817f75, aww  but we miss you here in the USA.,negative,<sentiment: negative>aww  but we miss,you,<sentiment: negative>aww  but we missyou, you here in the USA.
e84aa8b193,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,negative,<sentiment: negative>Yea!  Headed home to change and head over to Pelham. ,I`m not looking forward to the drive home though,<sentiment: negative>Yea!  Headed home to change and head over to Pelham. I`m not looking forward to the drive home though,Sad thought... suposed to be heading over there for the NKOTB concert...
502aa24ca7,Downing a glass of ginger ale and then relishing an early evening in bed with 'Because I Said So' on Lifetime.,neutral,<sentiment: neutral>Downing a glass of ginger ale and then relishing an early,night,<sentiment: neutral>Downing a glass of ginger ale and then relishing an earlynight,evening in bed with 'Because I Said So' on Lifetime.
4ed4f2fce6, caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,negative,<sentiment: negative>caught tweets on it and got home in time for the last 5 mins of,the show,<sentiment: negative>caught tweets on it and got home in time for the last 5 mins ofthe show, the ITV2 show!! #bgt Out tonight too so will miss it again
e8ddfa3959,OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,positive,<sentiment: positive>OK. break over. Back to the books. Have fun lovel,ies,<sentiment: positive>OK. break over. Back to the books. Have fun lovelies,es!  ? http://blip.fm/~5z8da
2983528f77,_amr i`m here  haha,neutral,<sentiment: neutral>_amr i`,m in the middle of a huge project and i can`t get it done,<sentiment: neutral>_amr i`m in the middle of a huge project and i can`t get it done, here  haha
2e49927901,at    Happy mother`s dayyy Deniseee <3,positive,<sentiment: positive>at    Happy mother`s,day to all the moms out there,<sentiment: positive>at    Happy mother`sday to all the moms out there,dayyy Deniseee <3
915ce84b4b, Too bad I can`t come!  Enjoy urself tho.,neutral,<sentiment: neutral>Too bad I can`t come,to the party,<sentiment: neutral>Too bad I can`t cometo the party,!  Enjoy urself tho.
3dbb8c1489,get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,positive,<sentiment: positive>get it right! I think I am obsessed with Hydes` voice @_@ ,http://plurk.com/p/9j82x,<sentiment: positive>get it right! I think I am obsessed with Hydes` voice @_@ http://plurk.com/p/9j82x,I`ve chosen a guitar song to learn for the summer! Time to perfect picking!
4d194d770c,Watching ET today!  <3 Supposed to have a clip from New Moon  Hating Drag Me To Hell,neutral,<sentiment: neutral>Watching ET today!  <3 Supposed to have,a good laugh,<sentiment: neutral>Watching ET today!  <3 Supposed to havea good laugh,a clip from New Moon  Hating Drag Me To Hell
8f3fc77f66,    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something,positive,<sentiment: positive>- brief interruption- brb. goodnight if,you`re going to bed,<sentiment: positive>- brief interruption- brb. goodnight ifyou`re going to bed, if i don`t catch u again later. gotta ck something
929b5c888c,my hair won`t turn whiiite,neutral,<sentiment: neutral>my hair won`t,be done until 12.30,<sentiment: neutral>my hair won`tbe done until 12.30,turn whiiite
3861b033fb,Watching fireworks off the Bay bridge.,neutral,<sentiment: neutral>Watching fireworks off,the balcony,<sentiment: neutral>Watching fireworks offthe balcony,the Bay bridge.
f60dbc9737," A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",positive,<sentiment: positive>A big welcome to Twitterlandz grrl! Really wish I could have,been there for the launch,<sentiment: positive>A big welcome to Twitterlandz grrl! Really wish I could havebeen there for the launch," made it to the Bettie show,  glad to hear it was a success"
48a90031bd,"got a sniffle, got the kids and hubby just left to work in Sydney for the weekend, boo hoo",neutral,"<sentiment: neutral>got a sniffle, got the kids and hubby just",went to bed,"<sentiment: neutral>got a sniffle, got the kids and hubby justwent to bed","left to work in Sydney for the weekend, boo hoo"
