textID,original,sentiment,prefix,completion,combined,orig_without_prefix
986073590,"Actually, I think I`ll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game",neutral,"<sentiment: neutral>Actually, I think I`ll be more upset if I lost my","phone than my wallet.  I`m pretty sure I could get a new wallet, but I`m not so sure about the phone.  I`m not even sure I`d be able to get it fixed.","<sentiment: neutral>Actually, I think I`ll be more upset if I lost myphone than my wallet.  I`m pretty sure I could get a new wallet, but I`m not so sure about the phone.  I`m not even sure I`d be able to get it fixed.",data for Cake Mania 3. I was pretty far into the game
7dc87b5fc5,"Had a great time with mpix shootout, just great  thanks mpix...",positive,<sentiment: positive>Had a great time with mpix shootout,.  I was hoping to see you there.  Next time,<sentiment: positive>Had a great time with mpix shootout.  I was hoping to see you there.  Next time, just great  thanks mpix...
9114d80bac,Laundry time and LOTS of it!,neutral,<sentiment: neutral>Laundry time and,I`m bored.  I wish I had something to do,<sentiment: neutral>Laundry time andI`m bored.  I wish I had something to do,LOTS of it!
11634e3bf7, We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.,neutral,<sentiment: neutral>We`ve got a pool still boxed up because I need to,get a new liner.  I`m not sure if I`m going to do it this year or not.,<sentiment: neutral>We`ve got a pool still boxed up because I need toget a new liner.  I`m not sure if I`m going to do it this year or not., level a suitable patch of ground before we can set it up.
23dad0b69f,_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,negative,<sentiment: negative>_O_C I`m seriously screwed ,I`m so tired and I have to go to work in 5 hours.  I`m gonna be so tired tomorrow.,<sentiment: negative>_O_C I`m seriously screwed I`m so tired and I have to go to work in 5 hours.  I`m gonna be so tired tomorrow.,I haven`t studied at all!!!! :`(
0473875c4a,sad ending to the softball season.,negative,<sentiment: negative>sad ending to,a great day.  i`m going to miss my little buddy.,<sentiment: negative>sad ending toa great day.  i`m going to miss my little buddy.,the softball season.
35e15c616c,_Bloody_Poet What`s the matter?,neutral,<sentiment: neutral>_Bloody_Po,et I`m not sure if I`ll be able to get on tonight  I`ll try though.  I`ll let you know.  Hope you have a good night!,<sentiment: neutral>_Bloody_Poet I`m not sure if I`ll be able to get on tonight  I`ll try though.  I`ll let you know.  Hope you have a good night!,t What`s the matter?
fd7434a0e9,is done with classes for her freshman year.,neutral,<sentiment: neutral>is done with classes,for the day.  time to go home and relax,<sentiment: neutral>is done with classesfor the day.  time to go home and relax,for her freshman year.
ce71d002ec,Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,positive,<sentiment: positive>Mommas day is may 10th! Don,`t forget to get your mom something special,<sentiment: positive>Mommas day is may 10th! Don`t forget to get your mom something special,t forget to do something nice for your mommyyy
5be9ccda69, Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,neutral,<sentiment: neutral>Nooooo!!!!! Dont You Dare! Lol =(,,<sentiment: neutral>Nooooo!!!!! Dont You Dare! Lol =(, Im Gonna Cry  I <3 Your Hair!
9c90694664,Why didn`t my favorite spotters last tweet go to my phone,neutral,<sentiment: neutral>Why didn`t my favorite spott,ers come to the show?  I miss them,<sentiment: neutral>Why didn`t my favorite spotters come to the show?  I miss them,rs last tweet go to my phone
780ee451f1, It`s a great movie - My best is the Welsh flatmate,positive,<sentiment: positive>It`s a great movie -,"I`m a huge fan of the book, so I`m not sure how I feel about the movie yet. I`m going to see it again.","<sentiment: positive>It`s a great movie -I`m a huge fan of the book, so I`m not sure how I feel about the movie yet. I`m going to see it again.", My best is the Welsh flatmate
895cec1c48, i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,positive,<sentiment: positive>i do but is just a haul vid/photo slideshow only. I only,have 2 vids on my channel. 1 is a vid of me and my friends and the other is a vid of me and my friend singing,<sentiment: positive>i do but is just a haul vid/photo slideshow only. I onlyhave 2 vids on my channel. 1 is a vid of me and my friends and the other is a vid of me and my friend singing, do it for fun  http://www.youtube.com/eyezaddiction
962ca0488f,_ Well their not gonna fit her in with this big long advertisement,neutral,<sentiment: neutral>_ Well their not gonna fit,in my suitcase  so I guess I`ll have to buy some more clothes,<sentiment: neutral>_ Well their not gonna fitin my suitcase  so I guess I`ll have to buy some more clothes,her in with this big long advertisement
f20074e0d0, thanks for the #followfriday as you can see us South Africans were on holiday on fri,positive,<sentiment: positive>thanks for the #followfriday as you,know i love you,<sentiment: positive>thanks for the #followfriday as youknow i love you, can see us South Africans were on holiday on fri
959c593450," I keep trying to invite  out, but I think she`s afraid of me.",negative,"<sentiment: negative>I keep trying to invite  out,",but he keeps ignoring me,"<sentiment: negative>I keep trying to invite  out,but he keeps ignoring me", but I think she`s afraid of me.
c6e5884baa,Nice days like this make me miss Alki,neutral,<sentiment: neutral>Nice days like this,make me want to go to the beach,<sentiment: neutral>Nice days like thismake me want to go to the beach,make me miss Alki
360af83c85,Good episode of Top Gear tonight.,positive,<sentiment: positive>Good episode of,the office tonight,<sentiment: positive>Good episode ofthe office tonight,Top Gear tonight.
e30721df0d,At the  concert! I hope  makes a guest appearance,neutral,<sentiment: neutral>At the  concert! I,can`t wait to see them!,<sentiment: neutral>At the  concert! Ican`t wait to see them!,hope  makes a guest appearance
4fb2131d08," aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",positive,"<sentiment: positive>aww you are so helpful  we getting sweepy here,",goodnight,"<sentiment: positive>aww you are so helpful  we getting sweepy here,goodnight"," sis says we can have whipped cream before bed , i save u some"
b00763f904,"If this rain doesnt go away, I`m staying in bed all week til Mommy gets here",neutral,"<sentiment: neutral>If this rain doesnt go away, I`m",gonna be soooo late for school tomorrow.  I`m gonna miss my bus,"<sentiment: neutral>If this rain doesnt go away, I`mgonna be soooo late for school tomorrow.  I`m gonna miss my bus",staying in bed all week til Mommy gets here
e17302312e,"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",negative,"<sentiment: negative>Gosh I miss singer`s theater.  I miss learning music,",and singing with my friends.,"<sentiment: negative>Gosh I miss singer`s theater.  I miss learning music,and singing with my friends.","doing acting exercises, n I ESPECIALLY miss being onstage."
63491134ab, i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,negative,<sentiment: negative>i made a vid for you proving my skiLLs that you denied but my,camera is dead,<sentiment: negative>i made a vid for you proving my skiLLs that you denied but mycamera is dead, step dad said he`d disown me if i posted it ~   sowey
4331a46aba,awhile ago it freaking hot! now it`s wet  turn off!,negative,<sentiment: negative>awhile ago it freaking hot!,now its cold!,<sentiment: negative>awhile ago it freaking hot!now its cold!,now it`s wet  turn off!
a29a76a54c, so sad i have to pay $60,negative,<sentiment: negative>so sad i have,to go to work,<sentiment: negative>so sad i haveto go to work, to pay $60
151779dfad,Ok. Over exagerrated. Twitter is not to bad.... I guess.,neutral,<sentiment: neutral>Ok. Over exagerrated. Twitter,is a great tool. I`m just tired of the same old same old. I`m sure I`ll be back soon.  {link},<sentiment: neutral>Ok. Over exagerrated. Twitteris a great tool. I`m just tired of the same old same old. I`m sure I`ll be back soon.  {link},is not to bad.... I guess.
dd7a9fb210,"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",negative,<sentiment: negative>spirit week! Tuesday have to be in make up by eight so I can die,"my hair, and I have to be in school by 7:30.  I hate waking up early","<sentiment: negative>spirit week! Tuesday have to be in make up by eight so I can diemy hair, and I have to be in school by 7:30.  I hate waking up early","later. School wednesday and thursday then, finally sleep in on Friday!!"
e9c8585ad1,I have the biggest crush on Pink but she doesn`t know I`m alive,neutral,<sentiment: neutral>I have the biggest crush on Pink but,I can`t stand the way she talks.  She`s so annoying.,<sentiment: neutral>I have the biggest crush on Pink butI can`t stand the way she talks.  She`s so annoying.,she doesn`t know I`m alive
3592e3ebc9, Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,positive,<sentiment: positive>Good luck at the services tomorrow!! I wish,I could be there to support you,<sentiment: positive>Good luck at the services tomorrow!! I wishI could be there to support you, I could see you guys on your vacation!
839095ea38,"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",neutral,<sentiment: neutral>http://twitpic.com/66nbd - Ready for,the day.  I think I`ll go to the beach later.  What are you guys doing?,<sentiment: neutral>http://twitpic.com/66nbd - Ready forthe day.  I think I`ll go to the beach later.  What are you guys doing?,"our 3D Jonas Brothers Experience. Real Brothers, not included"
b1ddb9811e,_Fizz he`s really not into new people  I dunno em but he said he`d try,neutral,<sentiment: neutral>_Fizz he`s really not into new people ,he`s a bit of a grumpy old man,<sentiment: neutral>_Fizz he`s really not into new people he`s a bit of a grumpy old man,I dunno em but he said he`d try
8d2be5bfc8," Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",negative,"<sentiment: negative>Yeah, I`m behind on my classic cinema calendar-making",. I`m going to see `The Last Metro` on Monday.  {link},"<sentiment: negative>Yeah, I`m behind on my classic cinema calendar-making. I`m going to see `The Last Metro` on Monday.  {link}",. I haven`t had time to go see any anyway.
54eba9eb73, Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,positive,<sentiment: positive>Yo Thomas! thanks for the follow  Social Media Director at Disney?,I want to work for Disney!,<sentiment: positive>Yo Thomas! thanks for the follow  Social Media Director at Disney?I want to work for Disney!, That`s awesome! I`d like to learn more! Lets do lunch
7120ebfa1b,  just wanna be there tonight,neutral,<sentiment: neutral>just wanna,"go to sleep, but I can`t cuz I`m waiting for my mom to get home so I can go to the movies with her","<sentiment: neutral>just wannago to sleep, but I can`t cuz I`m waiting for my mom to get home so I can go to the movies with her",a be there tonight
10502f22bf," It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",neutral,"<sentiment: neutral>It`s not sad. To tweet is to twitter, not someone misspronouncing",it.  I`m just saying.,"<sentiment: neutral>It`s not sad. To tweet is to twitter, not someone misspronouncingit.  I`m just saying.", a word kto make it fit a card.  I would have tweeted it.
8c582b0575,It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,negative,<sentiment: negative>It`s sooo hot 2day!! Put a ton of,sunblock on me 2day. I`m going to be tan in no time.  I`m gonna be a dark skinned white girl.,<sentiment: negative>It`s sooo hot 2day!! Put a ton ofsunblock on me 2day. I`m going to be tan in no time.  I`m gonna be a dark skinned white girl.,sunblock on before jogging; still think my face burnt though!
7b88197891,my msn crashes way too much  hmph,negative,<sentiment: negative>my msn crashes way,too often  i hate it,<sentiment: negative>my msn crashes waytoo often  i hate it,too much  hmph
5e84445c6a,doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,negative,<sentiment: negative>doneeee wheeee hahaaaaaaaa so tired and sleepy,.  i need to sleep.,<sentiment: negative>doneeee wheeee hahaaaaaaaa so tired and sleepy.  i need to sleep., peter u suck not coming to my bday!
8800a2d912, hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,positive,<sentiment: positive>hey that is pretty good sucking up - my daughter is exactly the,same way,<sentiment: positive>hey that is pretty good sucking up - my daughter is exactly thesame way, same - glad to see I am not alone   Good luck mom
ca929837eb,"I can`t sleep, this is so darn frustrating.",negative,"<sentiment: negative>I can`t sleep,",i`m so tired,"<sentiment: negative>I can`t sleep,i`m so tired",this is so darn frustrating.
3195d34e5b, Good news about the tooth!,positive,<sentiment: positive>Good news about,"the job, bad news about the job.  I`m going to be a full time employee","<sentiment: positive>Good news aboutthe job, bad news about the job.  I`m going to be a full time employee", the tooth!
b39dbc6ee5,__ Thanks. It`s SO annoying!,neutral,<sentiment: neutral>__ Thanks. It,`s a bit of a long shot but I`m hoping it will be a good thing.,<sentiment: neutral>__ Thanks. It`s a bit of a long shot but I`m hoping it will be a good thing.,s SO annoying!
398d591255, haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,neutral,<sentiment: neutral>haha i shaved all my facial hair off except for my moust,ache  i`m going to look like a 12 year old boy,<sentiment: neutral>haha i shaved all my facial hair off except for my moustache  i`m going to look like a 12 year old boy,ache cause i thought it would be cool! But it made me look gross
3df0f721e1,"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",neutral,"<sentiment: neutral>I am tired of my phone. Walkman works like a charm, but l","ousy battery life. I want to get a new phone, but I don`t know which one.","<sentiment: neutral>I am tired of my phone. Walkman works like a charm, but lousy battery life. I want to get a new phone, but I don`t know which one.",need better video and wap really. Thanks for yesterday and for buying my album
db331541b6," my name is Jason, but sunshine works too.",neutral,"<sentiment: neutral>my name is Jason,","I`m a 22 year old student from the UK. I`m a big fan of the show, and I`m really looking forward to the new season","<sentiment: neutral>my name is Jason,I`m a 22 year old student from the UK. I`m a big fan of the show, and I`m really looking forward to the new season", but sunshine works too.
faee4563bd,snowbear has finally come out...congrats che and warren,positive,<sentiment: positive>snowbear has finally come out...,,<sentiment: positive>snowbear has finally come out...,ongrats che and warren
3ba8596881,"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",negative,<sentiment: negative>Im so angry right now.. today im not doind nothing and all my classmates,are going out  and i cant go,<sentiment: negative>Im so angry right now.. today im not doind nothing and all my classmatesare going out  and i cant go," yes  ,i think i will stay with my friend Mr.Computer .. hope not"
6d7cbd206f," ta babe, you know me i do love your curried",positive,"<sentiment: positive>ta babe, you know me",", I`m a sucker for a good cause","<sentiment: positive>ta babe, you know me, I`m a sucker for a good cause", i do love your curried
2c9d5de236,Happy Mother`s Day everyone,positive,<sentiment: positive>Happy Mother,`s Day to all the mothers out there!  I hope you all have a great day!,<sentiment: positive>Happy Mother`s Day to all the mothers out there!  I hope you all have a great day!,s Day everyone
a267c3e874, We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,neutral,<sentiment: neutral>We are at alexander. Just had a 3,course meal and now we are waiting for the show to start.  {link},<sentiment: neutral>We are at alexander. Just had a 3course meal and now we are waiting for the show to start.  {link}, course dinner and i am wearing someone elses red wine
e7a0f7ac99, I have to work  but I`ll just watch it later.. even though it`s not the same.,neutral,<sentiment: neutral>I have to work  but I`ll just watch,the game on TV,<sentiment: neutral>I have to work  but I`ll just watchthe game on TV, it later.. even though it`s not the same.
fd5eece5b2,Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,positive,<sentiment: positive>Monday morning bathing - soooo relaxing! If I was,a cat I would be purring right now,<sentiment: positive>Monday morning bathing - soooo relaxing! If I wasa cat I would be purring right now,a lady of luxury I would start every day like this
32b129dc3f,says Happy Mother`s Day to all the Moms out there.,positive,<sentiment: positive>says Happy Mother`s Day to,all the moms out there!,<sentiment: positive>says Happy Mother`s Day toall the moms out there!,all the Moms out there.
6769efef8a, yes its the twins  so i wontt be watching,neutral,<sentiment: neutral>yes its the twins ,1st birthday today,<sentiment: neutral>yes its the twins 1st birthday today, so i wontt be watching
dab7f56791," **** brah, u not happy?",negative,"<sentiment: negative>**** brah,",I`m so sorry to hear that. I`m sure you`ll get through it though.,"<sentiment: negative>**** brah,I`m so sorry to hear that. I`m sure you`ll get through it though.", u not happy?
ee6febbfb4,At social.  just saw G-1.. Awwww,positive,<sentiment: positive>At social.  just saw,my best friend.  I love her so much.,<sentiment: positive>At social.  just sawmy best friend.  I love her so much.,G-1.. Awwww
3c9419868b,"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",positive,<sentiment: positive>staying afterschool today  not that i have any 'friends' on here - but if i,did i would say hi,<sentiment: positive>staying afterschool today  not that i have any 'friends' on here - but if idid i would say hi,"did , i`d tell `em to text me ! lol [ likin` us <3 ]"
046af350ac, I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,negative,<sentiment: negative>I don`t want to be a complete hypocrite - I attended an,event last night that was not vegan friendly  {link},<sentiment: negative>I don`t want to be a complete hypocrite - I attended anevent last night that was not vegan friendly  {link}, R-rated event while I was there - the timing was just ironic.
f3912c1463,"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",positive,"<sentiment: positive>Emergency Radio for iPhone is awesome, listening",to the 911 calls is very interesting.  I wish I could listen to the ones from my area though.,"<sentiment: positive>Emergency Radio for iPhone is awesome, listeningto the 911 calls is very interesting.  I wish I could listen to the ones from my area though.",to Johnson County Sheriffs live scanner stream
19365e33a0,july!!!!,neutral,<sentiment: neutral>j,us got back from the movies. i saw star trek. it was awesome!,<sentiment: neutral>jus got back from the movies. i saw star trek. it was awesome!,ly!!!!
259b075523,ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,negative,<sentiment: negative>ahhh!!!! u know what really sucks???,i have a headache and i cant take anything for it  i hate being sick,<sentiment: negative>ahhh!!!! u know what really sucks???i have a headache and i cant take anything for it  i hate being sick,i sprained my toe!! OUCH!!
a7e4ad250a,Change of plans. I am staying in Brandon.  No Papaya Salad for me.,neutral,<sentiment: neutral>Change of plans. I am staying in Brandon,tonight.  I will be in Tampa tomorrow.  I will be in Orlando on Thursday.  I will be in Miami on Friday.  I will be in Ft. Lauderdale on Saturday.  I will be in West Palm Beach on Sunday.  I will be in Orlando on Monday.  I will be in Tampa on Tuesday.  I will be in Brandon on Wednesday.  I will be in Tampa on Thursday.  I will be in Orlando on Friday.  I will be in Tampa on Saturday.  I will be in Orlando on Sunday.  I will be in Tampa on Monday.  I will be in Orlando on Tuesday.  I will be in Tampa on Wednesday.  I will be in Orlando on Thursday.  I will be in Tampa on Friday.  I will be in Orlando on Saturday.  I will be in Tampa on Sunday.  I will be in Orlando on Monday.  I will be in Tampa on Tuesday.  I will be in Orlando on Wednesday.  I will be in Tampa on Thursday.  I will be in Orlando on Friday.  I will be in Tampa on Saturday.  I will be in Orlando on Sunday.  I will be in Tampa on Monday.  I will be in Orlando on Tuesday.  I will be in Tampa on Wednesday.  I will be in Orlando on Thursday.  I will be in Tampa on Friday.  I will be in Orlando on Saturday.  I will be in Tampa on Sunday.  I will be in Orlando on Monday.  I will be in Tampa on Tuesday.  I will be in Orlando on Wednesday.  I will be in Tampa on Thursday.  I will be in Orlando on Friday.  I will be in Tampa on Saturday.  I will be in Orlando on Sunday.  I will be in Tampa on Monday.  I will be in Orlando on Tuesday.,<sentiment: neutral>Change of plans. I am staying in Brandontonight.  I will be in Tampa tomorrow.  I will be in Orlando on Thursday.  I will be in Miami on Friday.  I will be in Ft. Lauderdale on Saturday.  I will be in West Palm Beach on Sunday.  I will be in Orlando on Monday.  I will be in Tampa on Tuesday.  I will be in Brandon on Wednesday.  I will be in Tampa on Thursday.  I will be in Orlando on Friday.  I will be in Tampa on Saturday.  I will be in Orlando on Sunday.  I will be in Tampa on Monday.  I will be in Orlando on Tuesday.  I will be in Tampa on Wednesday.  I will be in Orlando on Thursday.  I will be in Tampa on Friday.  I will be in Orlando on Saturday.  I will be in Tampa on Sunday.  I will be in Orlando on Monday.  I will be in Tampa on Tuesday.  I will be in Orlando on Wednesday.  I will be in Tampa on Thursday.  I will be in Orlando on Friday.  I will be in Tampa on Saturday.  I will be in Orlando on Sunday.  I will be in Tampa on Monday.  I will be in Orlando on Tuesday.  I will be in Tampa on Wednesday.  I will be in Orlando on Thursday.  I will be in Tampa on Friday.  I will be in Orlando on Saturday.  I will be in Tampa on Sunday.  I will be in Orlando on Monday.  I will be in Tampa on Tuesday.  I will be in Orlando on Wednesday.  I will be in Tampa on Thursday.  I will be in Orlando on Friday.  I will be in Tampa on Saturday.  I will be in Orlando on Sunday.  I will be in Tampa on Monday.  I will be in Orlando on Tuesday.,  No Papaya Salad for me.
7a897c9999, http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it,neutral,<sentiment: neutral>http://twitpic.com/4wptj one of my prized m,ugs.  i love it.  i miss it,<sentiment: neutral>http://twitpic.com/4wptj one of my prized mugs.  i love it.  i miss it,ags/book/annuals dunno if any others were published prolly should google it
bfb0644d9e, I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,neutral,<sentiment: neutral>I love Dawn Chorus noisier the better miss Church Bells too...,,<sentiment: neutral>I love Dawn Chorus noisier the better miss Church Bells too...,crazy I know...Was going for a cycle with a friend..not now
b4031d0753," Yay me!  But, what in particular?",neutral,<sentiment: neutral>Yay me! ,I`m going to be a mommy!,<sentiment: neutral>Yay me! I`m going to be a mommy!," But, what in particular?"
575e4a89fe, tts ridiculously sweet of you,positive,<sentiment: positive>tts ridiculously,excited about going to the movies tonight  {link},<sentiment: positive>tts ridiculouslyexcited about going to the movies tonight  {link}, sweet of you
fff97388cf,hey thanks for the follow  ..,positive,<sentiment: positive>hey thanks for,the follow!  i`m a big fan of your music,<sentiment: positive>hey thanks forthe follow!  i`m a big fan of your music,the follow  ..
89ac21e1f6,Man i am being boring today not tweeting  How are you guys?,negative,<sentiment: negative>Man i am being boring today not,doing anything  i miss my best friend,<sentiment: negative>Man i am being boring today notdoing anything  i miss my best friend,tweeting  How are you guys?
a9da40eedd," Oh, final msg - Why didn`t you review my boardgame BookchaseÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ when you were on telly? We didn`t even get a nice letter..",negative,"<sentiment: negative>Oh, final msg - Why didn`t you review my boardgame BookchaseÃÂ¯Ã",Â»ÃÂ¿ ?  I`m sad,"<sentiment: negative>Oh, final msg - Why didn`t you review my boardgame BookchaseÃÂ¯ÃÂ»ÃÂ¿ ?  I`m sad",Â¯ÃÂÃÂ¿ÃÂÃÂ½ when you were on telly? We didn`t even get a nice letter..
0d45e4e926,"WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow",neutral,"<sentiment: neutral>WIDE awake, scoffed 3/4`s of a pizza",", now watching the new episode of the office","<sentiment: neutral>WIDE awake, scoffed 3/4`s of a pizza, now watching the new episode of the office",and feel like a sumo  such a weak day! Run tomorrow
e05fd863d4, Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,neutral,<sentiment: neutral>Lester?  Guessed her?  Yester-day?,I`m going to be a momma!,<sentiment: neutral>Lester?  Guessed her?  Yester-day?I`m going to be a momma!,  You can think of something.  No cop outs now.
1aba7766ca,I have been awarded my first ever credit card,positive,<sentiment: positive>I have been awarded,the `Best Comment` award by the lovely  {link},<sentiment: positive>I have been awardedthe `Best Comment` award by the lovely  {link},my first ever credit card
00276ae6b1,Emoticons by Christian. '  ' http://twitpic.com/66riq,neutral,<sentiment: neutral>Emoticons by Christian.' ',I`m not a fan of the new emoticons.  I liked the old ones better.,<sentiment: neutral>Emoticons by Christian.' 'I`m not a fan of the new emoticons.  I liked the old ones better.,' http://twitpic.com/66riq
846d43bc8f,Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,negative,<sentiment: negative>Musem equaled FAIL!!!!! hall,of fame was closed.  i was soooooo sad.  and i wasnt able to see the mummy.  i was sooooooo sad.,<sentiment: negative>Musem equaled FAIL!!!!! hallof fame was closed.  i was soooooo sad.  and i wasnt able to see the mummy.  i was sooooooo sad.,of **** life was closed cause of construction
6e2c555beb, awwww yur a awesome mother keep up the good work,positive,<sentiment: positive>awwww yur a awesome,person  i love you,<sentiment: positive>awwww yur a awesomeperson  i love you, mother keep up the good work
7e8212f5f2, so sorry to hear that,negative,<sentiment: negative>so sorry,to hear that  you`re going to miss your best friend,<sentiment: negative>so sorryto hear that  you`re going to miss your best friend, to hear that
9f9a4e2bb2,"At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",neutral,"<sentiment: neutral>At tweetup loc, but don`t recognize anyone  am outside",", no one is here yet","<sentiment: neutral>At tweetup loc, but don`t recognize anyone  am outside, no one is here yet",in turquoise shirt. Please see me! #g4c09
9be622ea54,My spellingis awful on twiiter,negative,<sentiment: negative>My spellingis awful,.  I can`t even spell spelling.,<sentiment: negative>My spellingis awful.  I can`t even spell spelling.,on twiiter
19f108c62c,Hey don`t write yourself off yet. Little girl you`re in the middle of the ride,neutral,<sentiment: neutral>Hey don`t write yourself off yet. Little,things can make a big difference. I`m sure you`ll be fine,<sentiment: neutral>Hey don`t write yourself off yet. Littlethings can make a big difference. I`m sure you`ll be fine,girl you`re in the middle of the ride
02baa25e55,Oh no she stopped!,neutral,<sentiment: neutral>Oh no,!  I hope you get better soon!,<sentiment: neutral>Oh no!  I hope you get better soon!,she stopped!
f8d8ebaf8d,new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,neutral,<sentiment: neutral>new Delerium`s music video (http://tr.im/kpu3).,I like it.  It`s not the same as the old Delerium`s music video.  But it`s good.,<sentiment: neutral>new Delerium`s music video (http://tr.im/kpu3).I like it.  It`s not the same as the old Delerium`s music video.  But it`s good.,mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots
16a66e0b8c," if I have 5000 friend requests tomorrow, I`m blaming you  nite",negative,<sentiment: negative>if I have 5000 friend requests tomorrow,I will be very upset,<sentiment: negative>if I have 5000 friend requests tomorrowI will be very upset,", I`m blaming you  nite"
e54c45018b,Enjoyed Star Trek... More please,positive,<sentiment: positive>Enjoyed Star,Trek: The Next Generation with my dad.  I think I`ve seen every episode.,<sentiment: positive>Enjoyed StarTrek: The Next Generation with my dad.  I think I`ve seen every episode.,Trek... More please
49ec855925,i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,positive,<sentiment: positive>i want to sleep XD!!!! but i have a song in my head that,i cant get out!,<sentiment: positive>i want to sleep XD!!!! but i have a song in my head thati cant get out!, make me crazy and dont know if i write the song or not hahhaha
2a2c1635c8,639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,neutral,<sentiment: neutral>639 baby! GOD ITS SAD REALLY  oh,"well, i guess i`ll just have to wait till the 15th  ****","<sentiment: neutral>639 baby! GOD ITS SAD REALLY  ohwell, i guess i`ll just have to wait till the 15th  ****",well lifes a partaaay! xxxxxxxxxx
5da03690bc,Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,negative,<sentiment: negative>Had Sbarro for dinner and Krispy Kreme for,dessert.  I`m going to be so fat.,<sentiment: negative>Had Sbarro for dinner and Krispy Kreme fordessert.  I`m going to be so fat.,dessert. Mmmmm! But so not very healthy.
81de3c6143,"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",neutral,"<sentiment: neutral>The day started so wonderful, but now our kids our crying because",they have to go to school tomorrow,"<sentiment: neutral>The day started so wonderful, but now our kids our crying becausethey have to go to school tomorrow",our kitty is missing  We just got back from posting signs around.
83e576fd29,Listening to Busted - 3AM. I miss them,negative,<sentiment: negative>Listening to Busted - ,3AM. I miss them,<sentiment: negative>Listening to Busted - 3AM. I miss them,AM. I miss them
b04dcbb3be,  Please don`t get me watching BB too,neutral,<sentiment: neutral>Please don`t get,sick. I`ll be there in spirit,<sentiment: neutral>Please don`t getsick. I`ll be there in spirit,t me watching BB too
b303da170c,I am going to die tomorrow night.   should be here.,negative,<sentiment: negative>I am going to die tomorrow,,<sentiment: negative>I am going to die tomorrow,night.   should be here.
f57f3b6265, i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),neutral,<sentiment: neutral>i know how annoying that can be!  but theres a,lot of good stuff on there too,<sentiment: neutral>i know how annoying that can be!  but theres alot of good stuff on there too, german saying`pleasant anticipation is the greatest pleasure`(own translation)
9946895c91, Great idea,positive,<sentiment: positive>Great,! I`ll be there,<sentiment: positive>Great! I`ll be there, idea
