textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine
1c14b45cee,"house probably resembling your kind of heaven no?  maybe Ciaran`s angels have moved in with you, hence inability to locate!",neutral,<sentiment: neutral>house probably resembling your kind of heaven no?  maybe Ciar,as?  I`m thinking of a new job for you.,<sentiment: neutral>house probably resembling your kind of heaven no?  maybe Ciaras?  I`m thinking of a new job for you.,"n`s angels have moved in with you, hence inability to locate!",0.1230890154838562
242de9277c,Good to hear... several of my peeps are working tonight...,positive,<sentiment: positive>Good to hear... several of, my friends are in the same boat,<sentiment: positive>Good to hear... several of my friends are in the same boat,my peeps are working tonight...,0.2833862006664276
b287d39fb3,I hope so too.  How are you?,positive,<sentiment: positive>I hope so too., It`s a great idea.,<sentiment: positive>I hope so too. It`s a great idea., How are you?,0.14282403886318207
986073590,"Actually, I think I`ll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game",neutral,"<sentiment: neutral>Actually, I think I`ll be more upset if I lost my", iPhone.  I`m not sure I`ll ever forgive you.,"<sentiment: neutral>Actually, I think I`ll be more upset if I lost my iPhone.  I`m not sure I`ll ever forgive you.",data for Cake Mania 3. I was pretty far into the game,0.09827485680580139
081ac56240,Boo....Up DLP is sold out for 8:30,neutral,<sentiment: neutral>Boo....Up DLP is, closed  I want to go there!,<sentiment: neutral>Boo....Up DLP is closed  I want to go there!,sold out for 8:30,0.09909075498580933
095410237d,"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.",positive,"<sentiment: positive>Just saw Star Trek! It was AMAZING! Seriously, so good. The entire", cast was great. Zachary Quinto was amazing as Spock. 10/10,"<sentiment: positive>Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was great. Zachary Quinto was amazing as Spock. 10/10","cast was excellent, Spock and Kirk especially.  I want to see it again.",0.6833961606025696
3cf6817f75,aww  but we miss you here in the USA.,negative,<sentiment: negative>aww  but we miss, you too!  <3,<sentiment: negative>aww  but we miss you too!  <3,you here in the USA.,0.20039796829223633
d664f99182,ROTC brought a climbing wall to work for coworkers to try and climb if they wanted.  I forgot my climbing shoes at home today.,neutral,<sentiment: neutral>ROTC brought a climbing wall to work for coworkers to try and climb, while we work.  I`m not going to climb it.,<sentiment: neutral>ROTC brought a climbing wall to work for coworkers to try and climb while we work.  I`m not going to climb it.,if they wanted.  I forgot my climbing shoes at home today.,0.37598007917404175
502aa24ca7,Downing a glass of ginger ale and then relishing an early evening in bed with 'Because I Said So' on Lifetime.,neutral,<sentiment: neutral>Downing a glass of ginger ale and then relishing an early," breakfast.  I`m not a morning person, you know.","<sentiment: neutral>Downing a glass of ginger ale and then relishing an early breakfast.  I`m not a morning person, you know.",evening in bed with 'Because I Said So' on Lifetime.,0.3230019509792328
3861b033fb,Watching fireworks off the Bay bridge.,neutral,<sentiment: neutral>Watching fireworks off, the balcony.,<sentiment: neutral>Watching fireworks off the balcony.,the Bay bridge.,0.38464340567588806
86a28f67e9,_x Yepp.  Do you Like Dylan or Cole Better?,neutral,<sentiment: neutral>_x Yepp.  Do, you have a twitter account?,<sentiment: neutral>_x Yepp.  Do you have a twitter account?,you Like Dylan or Cole Better?,0.06027521565556526
9e8665abc5,Dang  I left my Rolando`s dinner leftovers at home! I knew I should have put them in the shop fridge last night before we left downtown!,neutral,<sentiment: neutral>Dang  I left my Rolando`s dinner leftovers at home! I knew, I shouldn`t have gotten out of the car.  I`m sad.,<sentiment: neutral>Dang  I left my Rolando`s dinner leftovers at home! I knew I shouldn`t have gotten out of the car.  I`m sad.,I should have put them in the shop fridge last night before we left downtown!,0.22584021091461182
75ca238abe,So sad I`m going to miss seeing Pennywise again this year,negative,<sentiment: negative>So sad I`m going to, miss the #londonbloggers meet,<sentiment: negative>So sad I`m going to miss the #londonbloggers meet,miss seeing Pennywise again this year,0.2767171859741211
ec8507eef4,haha. Thanks Shannon.  3 out of 5 boats got first.,positive,<sentiment: positive>haha. Thanks Shannon.  ,  I`m glad you liked it,<sentiment: positive>haha. Thanks Shannon.    I`m glad you liked it, out of 5 boats got first.,0.044185131788253784
65c1831198,if you`re watching this...I love you.' I almost died. But now...SHE MEANS NOTHING!,neutral,<sentiment: neutral>if you`re watching this...I love you.' I, love you too.' I love you.' I love you.',<sentiment: neutral>if you`re watching this...I love you.' I love you too.' I love you.' I love you.',almost died. But now...SHE MEANS NOTHING!,0.200486958026886
dcb745bcf2,woke up an hour early just to study for        a test,neutral,<sentiment: neutral>woke up an hour early just, to go to the gym.,<sentiment: neutral>woke up an hour early just to go to the gym.,to study for        a test,0.26545366644859314
cb1a68137c,They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!,neutral,<sentiment: neutral>They open at 9 a.m.   And I hope to, be there at 9 a.m.  I`ll see.,<sentiment: neutral>They open at 9 a.m.   And I hope to be there at 9 a.m.  I`ll see.,be there shortly after that.   No guarantees for me though!,0.45128750801086426
a4d578eeb1,"Is at work....  boo!  The Pin-Ups will be playing at Uncommon Ground Wednesday night at 9 p.m.! (1401 W. Devon Ave., Chicago 60660",neutral,<sentiment: neutral>Is at work....  boo!  The Pin-Ups will be playing at Uncommon Ground," in the evening.  If you`re in the area, come check it out!","<sentiment: neutral>Is at work....  boo!  The Pin-Ups will be playing at Uncommon Ground in the evening.  If you`re in the area, come check it out!","Wednesday night at 9 p.m.! (1401 W. Devon Ave., Chicago 60660",0.5238224267959595
64cf7657b9,has just got out the shower,neutral,<sentiment: neutral>has just got, her first tweet!,<sentiment: neutral>has just got her first tweet!,out the shower,0.07909242063760757
0e0b4a2960,Even IE8 would be better,positive,<sentiment: positive>Even IE8, is better than IE6,<sentiment: positive>Even IE8 is better than IE6,would be better,0.23463839292526245
106a999786,"It is, Pinkwind is a thing from Vanessa`s dad. And My sister made me that SN in the 4th grade",neutral,"<sentiment: neutral>It is, Pinkwind is a thing from Vanessa`s dad.", It`s a wind turbine.  I`m going to bed.,"<sentiment: neutral>It is, Pinkwind is a thing from Vanessa`s dad. It`s a wind turbine.  I`m going to bed.",And My sister made me that SN in the 4th grade,0.13792695105075836
6c18eab109,I cant change my profile picture on Facebook,neutral,<sentiment: neutral>I cant change my, profile picture on twitter,<sentiment: neutral>I cant change my profile picture on twitter,profile picture on Facebook,0.7758438587188721
d792349406,she lookd soo freaked out!!poor wee thing,negative,<sentiment: negative>she lookd soo freaked, out  i was sad.,<sentiment: negative>she lookd soo freaked out  i was sad.,out!!poor wee thing,0.42439112067222595
5a3c9bf459,was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!,neutral,<sentiment: neutral>was just about to try and  dl the sims 3 but realize, it`s not available in my region  #sims3 #fail,<sentiment: neutral>was just about to try and  dl the sims 3 but realize it`s not available in my region  #sims3 #fail,my pc don`t meet the standard requirements  i need new pc lol!!!,0.24282680451869965
f61861742c,"is happy  and clean, squeaky clean",positive,<sentiment: positive>is happy  and, is happy to be home,<sentiment: positive>is happy  and is happy to be home,"clean, squeaky clean",0.19458985328674316
8d02587ab0,"Hmm...Whilst, walking through the city I received an inviataion into an SUV Limo via some prom fellows... Don`t they have dates? Oh boys!",neutral,"<sentiment: neutral>Hmm...Whilst, walking through the city I received an inviataion into an", exclusive club. I think I`ll have to decline. I`m not that exclusive,"<sentiment: neutral>Hmm...Whilst, walking through the city I received an inviataion into an exclusive club. I think I`ll have to decline. I`m not that exclusive",SUV Limo via some prom fellows... Don`t they have dates? Oh boys!,0.23150363564491272
6940969fb4,"sickkk, it`s been two days since summer started and it suck already!",negative,"<sentiment: negative>sickkk, it`s been two", days and i still can`t get better,"<sentiment: negative>sickkk, it`s been two days and i still can`t get better",days since summer started and it suck already!,0.4074801802635193
06aaa8e680,At an 80``S retro prom wishing HE was here to dance with!  I`m gonna miss his great dancing 2nite  but still having a blast & a few drinks,neutral,<sentiment: neutral>At an 80``S retro prom wishing HE was here to dance with!  I`,m gonna miss him so much!  I`m gonna cry when I see him again!,<sentiment: neutral>At an 80``S retro prom wishing HE was here to dance with!  I`m gonna miss him so much!  I`m gonna cry when I see him again!, gonna miss his great dancing 2nite  but still having a blast & a few drinks,0.4703461527824402
f4052e9331,why i chose iphone   {link},neutral,<sentiment: neutral>why i chose iphone, over blackberry bold,<sentiment: neutral>why i chose iphone over blackberry bold,  {link},0.07329459488391876
35f539ffa8,i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,negative,<sentiment: negative>i got in a fight with ryan. now hes, not talking to me. i dont know what to do,<sentiment: negative>i got in a fight with ryan. now hes not talking to me. i dont know what to do,like crying and im just dead inside. sigggh,0.36822590231895447
35e15c616c,_Bloody_Poet What`s the matter?,neutral,<sentiment: neutral>_Bloody_Po,et I`m not,<sentiment: neutral>_Bloody_Poet I`m not,t What`s the matter?,0.2873550355434418
4104064854,has a name label on his picture too.. i just hadnt added it in when i took this: {link} picture..,neutral,<sentiment: neutral>has a name label on his picture too.. i just hadnt, noticed it before  i think i`ll keep it though.,<sentiment: neutral>has a name label on his picture too.. i just hadnt noticed it before  i think i`ll keep it though.,added it in when i took this: {link} picture..,0.29921987652778625
d5c25dbc63,still need to see that movie ! I am all about vampires,neutral,<sentiment: neutral>still need to see that movie, and read the book  #fb,<sentiment: neutral>still need to see that movie and read the book  #fb,! I am all about vampires,0.15233471989631653
34b7f333cb,Have a happy Friday and weekend everyone .. TGIF for me is nothing,positive,<sentiment: positive>Have a happy Friday and weekend everyone,!  I`m off to work,<sentiment: positive>Have a happy Friday and weekend everyone!  I`m off to work,.. TGIF for me is nothing,0.08705905824899673
bdf9453e5e,"Yeah, I`ve seen that before, funny   *Hey honey, Jill just sent me a **** in a box*",neutral,"<sentiment: neutral>Yeah, I`ve seen that before, funny   *","pats you on the back* I`m good, thanks","<sentiment: neutral>Yeah, I`ve seen that before, funny   *pats you on the back* I`m good, thanks","ey honey, Jill just sent me a **** in a box*",0.15569272637367249
ee89b16825,Studio Ghibli for this year; Ponyo! {link} as always it seems to be perfect  we`ll be waiting till august for it,positive,<sentiment: positive>Studio Ghibli for this year; Ponyo! {link} as, well as the new Wolverine movie. I`m so excited for both!,<sentiment: positive>Studio Ghibli for this year; Ponyo! {link} as well as the new Wolverine movie. I`m so excited for both!,always it seems to be perfect  we`ll be waiting till august for it,0.1981709748506546
9f0147e874,is going to sleep. Tomorrow Exam Review,neutral,<sentiment: neutral>is going to sleep, with a full tummy,<sentiment: neutral>is going to sleep with a full tummy, Tomorrow Exam Review,0.03268511965870857
1962233e5d,"Brian (cat) still hasn`t shown up...I feel sad and sick, I`m afraid he`s been eaten by something.    It doesn`t look  good",negative,"<sentiment: negative>Brian (cat) still hasn`t shown up...I feel sad and sick, I", don`t know what to do.  I`m going to go cry now.,"<sentiment: negative>Brian (cat) still hasn`t shown up...I feel sad and sick, I don`t know what to do.  I`m going to go cry now.",m afraid he`s been eaten by something.    It doesn`t look  good,0.22272169589996338
f2d120c26e,Missing Nate more than usual tonight,negative,<sentiment: negative>Missing Nate more, than ever today.,<sentiment: negative>Missing Nate more than ever today.,than usual tonight,0.5829887986183167
10c841e57b,anyone got an FFE account? if so.. add me,neutral,<sentiment: neutral>anyone got an FFE, for the 5K tomorrow?,<sentiment: neutral>anyone got an FFE for the 5K tomorrow?,account? if so.. add me,0.231900155544281
5aa568e0a4,"I`ll be one of your 'groovy guys' any time, shortie short  #photofollows",neutral,<sentiment: neutral>I`ll be one of your 'groovy guys', if you`ll be one of my 'cool chicks',<sentiment: neutral>I`ll be one of your 'groovy guys' if you`ll be one of my 'cool chicks',"any time, shortie short  #photofollows",0.15321587026119232
101a8b583a,How Come I Can Never Sleep Past?? Not Good,negative,<sentiment: negative>How Come I Can Never, Get A Follow From You,<sentiment: negative>How Come I Can Never Get A Follow From You,Sleep Past?? Not Good,0.11010096967220306
e01eb1cf88,Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,positive,<sentiment: positive>Just snuck out my window.. Now im laying on my, blanket in the grass.  Its so nice out!,<sentiment: positive>Just snuck out my window.. Now im laying on my blanket in the grass.  Its so nice out!,roof looking at the stars. Its a nice night out tonight.,0.3782862424850464
7017d6c8cf,"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from {link} - go have a look.",positive,"<sentiment: positive>I just downloaded a ton of stunning, BEAUTIF",UL pictures of the #cavalli collection for my blog,"<sentiment: positive>I just downloaded a ton of stunning, BEAUTIFUL pictures of the #cavalli collection for my blog",L wallpapers from {link} - go have a look.,0.39871421456336975
4793312f15,this one goes out to Jimmy Fallon and Justin Timberlake...doin` their Gibb Bros show on SNL  ? {link},neutral,<sentiment: neutral>this one goes out to Jimmy Fallon and Justin Timberlake...doin, it big on SNL.  I love it! {link},<sentiment: neutral>this one goes out to Jimmy Fallon and Justin Timberlake...doin it big on SNL.  I love it! {link}, their Gibb Bros show on SNL  ? {link},0.5935912132263184
ed539778c1,"to be really really... not bored but bad, i won`t know the news  but thats ok. BRB x",neutral,"<sentiment: neutral>to be really really... not bored but bad, i won",`t be bored if i had someone to talk to  lol,"<sentiment: neutral>to be really really... not bored but bad, i won`t be bored if i had someone to talk to  lol",t know the news  but thats ok. BRB x,0.20778869092464447
198854f289,cannot relaxing because she have to practice for her graduation,neutral,<sentiment: neutral>cannot relaxing because she have, to go to school tomorrow.,<sentiment: neutral>cannot relaxing because she have to go to school tomorrow.,to practice for her graduation,0.4684443473815918
d1aa96a414,"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",positive,<sentiment: positive>'Patchouli oil & incense had a surge in popularity in the 1960s, as a result of the hippie movement.'  I love the smell of patchouli,<sentiment: positive>'Patchouli oil & incense had a surge in popularity in the 1960s as a result of the hippie movement.'  I love the smell of patchouli,"& 1970s, mostly among devotees of the free love & hippie lifestyles.'",0.48632577061653137
92fe747a96,hi  godd day eweryone im in a reel good mood to day,positive,<sentiment: positive>hi  godd day eweryone, have a nice day and good night ****,<sentiment: positive>hi  godd day eweryone have a nice day and good night ****,im in a reel good mood to day,0.4256945848464966
2.08E+12,"Whoo, BGT!! I really must multi-task and do my Art work at the same time though, back at College on Monday!!",neutral,"<sentiment: neutral>Whoo, BGT!! I really must multi-task and do my", homework at the same time.  I`m so behind!,"<sentiment: neutral>Whoo, BGT!! I really must multi-task and do my homework at the same time.  I`m so behind!","Art work at the same time though, back at College on Monday!!",0.3982650637626648
784fbab498,"_ According to Mick Jagger, Hindu Ragas are more sfs sort of music",neutral,"<sentiment: neutral>_ According to Mick Jagger, Hindu",ism is the oldest of the world`s religions,"<sentiment: neutral>_ According to Mick Jagger, Hinduism is the oldest of the world`s religions",Ragas are more sfs sort of music,0.04083828628063202
a3dff88c1d,It takes a big man to type a sad tweet like that!,negative,<sentiment: negative>It takes a big man to," say sorry, I`m sorry","<sentiment: negative>It takes a big man to say sorry, I`m sorry",type a sad tweet like that!,0.21630044281482697
21c6854561,I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|,negative,<sentiment: negative>I was going to but I`m stuck with it as I seem, to have a cold and I don`t want to infect anyone else.,<sentiment: negative>I was going to but I`m stuck with it as I seem to have a cold and I don`t want to infect anyone else.,to have misplaced my remote  It`s extra bad tonight as well :|,0.12140335887670517
eb9b4d2431,Big Thanks Melody!  Gotta love that sunshine-lots of vit D,positive,<sentiment: positive>Big Thanks Melody!  Gotta, get my priorities straight...  #fb,<sentiment: positive>Big Thanks Melody!  Gotta get my priorities straight...  #fb,love that sunshine-lots of vit D,0.07989715039730072
0b3b751482,i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia,positive,<sentiment: positive>i got baby g wach its zi same as the 1 lady gaga wears in eh,p1  i love it  i want to go to the concert in madrid  <3,<sentiment: positive>i got baby g wach its zi same as the 1 lady gaga wears in ehp1  i love it  i want to go to the concert in madrid  <3,eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia,0.19267557561397552
932af12853,Hey! Let`s Follow each other! Wouldn`t that just be awesome!?,positive,<sentiment: positive>Hey! Let`s Follow each other, and have a nice day!  ****,<sentiment: positive>Hey! Let`s Follow each other and have a nice day!  ****, Wouldn`t that just be awesome!?,0.23135170340538025
aacd4d0c3f,"loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",positive,"<sentiment: positive>loving the shoes perez, looking fine as always "," and i love the hair, it`s so cute!","<sentiment: positive>loving the shoes perez, looking fine as always  and i love the hair, it`s so cute!","oh,and lady gaga, what can I say. Outstanding!",0.17623686790466309
ee35fcd036,"this evening,picking up n`pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite)..",neutral,"<sentiment: neutral>this evening,picking up n`pop and go for dinner at Ta Lum Tum Tum", and then to the movies to see Star Trek.  I`m so excited!  ****,"<sentiment: neutral>this evening,picking up n`pop and go for dinner at Ta Lum Tum Tum and then to the movies to see Star Trek.  I`m so excited!  ****","(som-tum),Major Avenue..decided to go home(not clubing tonite)..",0.06182107329368591
44daf50a02,Paper writing til my heart`s content,neutral,<sentiment: neutral>Paper writing til, the wee hours.,<sentiment: neutral>Paper writing til the wee hours.,my heart`s content,0.134280264377594
7623079330,awww such a sweetie. hope your mom has a wonderful mother`s day too,positive,<sentiment: positive>awww such a sweetie. hope, you get better soon.  <3,<sentiment: positive>awww such a sweetie. hope you get better soon.  <3,your mom has a wonderful mother`s day too,0.22154438495635986
e64b0cc77d,yeah dude. Mike is out,neutral,<sentiment: neutral>yeah dude., that is true.,<sentiment: neutral>yeah dude. that is true.,Mike is out,0.08201009780168533
780ee451f1,It`s a great movie - My best is the Welsh flatmate,positive,<sentiment: positive>It`s a great movie -, one of my all time favorites,<sentiment: positive>It`s a great movie - one of my all time favorites,My best is the Welsh flatmate,0.3807722330093384
59ee5ff2f9,"I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",negative,"<sentiment: negative>I got a headache because of all the hard work today, still", have to do some more. I`m so tired.  x,"<sentiment: negative>I got a headache because of all the hard work today, still have to do some more. I`m so tired.  x","not ready, with a #Heineken trying to finished up",0.24866673350334167
001e4be1ab,Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?,neutral,<sentiment: neutral>Rachel is going to have lunch at baixa. And, then she`s going to go to the movies with her friend,<sentiment: neutral>Rachel is going to have lunch at baixa. And then she`s going to go to the movies with her friend,has a lot of stuffs to do.... Wanna come ?,0.2994503378868103
5be8565b8d,Im sad i cant go. it makes me sad,negative,<sentiment: negative>Im sad i cant go, to the concert tonight.,<sentiment: negative>Im sad i cant go to the concert tonight., it makes me sad,0.07163116335868835
ecaa478ef4,same. Was going to try warm milk but I`m lactose intolerant  haha.,neutral,<sentiment: neutral>same. Was going to try warm milk but, it`s all gone.  #asylm,<sentiment: neutral>same. Was going to try warm milk but it`s all gone.  #asylm,I`m lactose intolerant  haha.,0.09528879076242447
acdbccaeeb,Is my picture showing?,neutral,<sentiment: neutral>Is my, last day of school,<sentiment: neutral>Is my last day of school,picture showing?,0.08040998876094818
fc28b797bb,about to take my mum out for jewellery shopping and a coffee for mothers day,neutral,<sentiment: neutral>about to take my mum out for, her birthday lunch  #fb {link},<sentiment: neutral>about to take my mum out for her birthday lunch  #fb {link},jewellery shopping and a coffee for mothers day,0.18360298871994019
5a8f396cb2,so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,positive,<sentiment: positive>so who is in for bring at HK lounge tomorrow? $12 all you can drink till, 1am.  I`ll be there.  I`ll buy you a drink.,<sentiment: positive>so who is in for bring at HK lounge tomorrow? $12 all you can drink till 1am.  I`ll be there.  I`ll buy you a drink., 5pm... then kareoke. I think it will be a nice Sunday!,0.49250268936157227
06a6314076,oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,negative,<sentiment: negative>oh ****! I completely forgot about Thirsty, Thursday!  I`m so sorry!,<sentiment: negative>oh ****! I completely forgot about Thirsty Thursday!  I`m so sorry!,Thursday! oh. my. gaga. this sucks,0.6718287467956543
82ea51ab18,I wanna feel my chin,neutral,<sentiment: neutral>I wanna, go home.,<sentiment: neutral>I wanna go home.,feel my chin,0.15225592255592346
895cec1c48,i do but is just a haul vid/photo slideshow only. I only do it for fun  {link},positive,<sentiment: positive>i do but is just a haul vid/photo slideshow only, no review  but i`ll do one soon!,<sentiment: positive>i do but is just a haul vid/photo slideshow only no review  but i`ll do one soon!, I only do it for fun  {link},0.1474231779575348
37fa199c50,AHHHHHHHH!I can`t get miley to notice me......,negative,<sentiment: negative>AHHHHHHHH!I can,`t believe I missed the last one,<sentiment: negative>AHHHHHHHH!I can`t believe I missed the last one,t get miley to notice me......,0.13567952811717987
121b9c13c2,"Coffee brewing, on this #musicmonday morning i`m #listening to the fray... Here`s to a good week",positive,"<sentiment: positive>Coffee brewing, on this #musicmonday morning i`",m listening to  - {link} - {link},"<sentiment: positive>Coffee brewing, on this #musicmonday morning i`m listening to  - {link} - {link}", #listening to the fray... Here`s to a good week,0.3285338282585144
451880b8a6,I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,positive,<sentiment: positive>I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either  ,   I`m so jealous of you!  Have fun for me!  ****,<sentiment: positive>I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either     I`m so jealous of you!  Have fun for me!  ****,*****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,0.2125043421983719
c08a90abbd,Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,positive,<sentiment: positive>Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I, love her books!  I`m so sad that I`m done,<sentiment: positive>Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books!  I`m so sad that I`m done,love her books so much!!! Which one to read next??? hmmm...,0.6695291996002197
23dad0b69f,_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,negative,<sentiment: negative>_O_C I`m seriously screwed , right now. I`m so sad,<sentiment: negative>_O_C I`m seriously screwed  right now. I`m so sad,I haven`t studied at all!!!! :`(,0.17106452584266663
470f2669c4,well being a retired drummer I can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,neutral,<sentiment: neutral>well being a retired drummer I can do my own drum roll so all you, have to do is read it  #drumroll pleaseeeeeeeeeeeeee,<sentiment: neutral>well being a retired drummer I can do my own drum roll so all you have to do is read it  #drumroll pleaseeeeeeeeeeeeee,need to do is read my posts since they take a ton of time  lol,0.4169759154319763
53aae02026,being new to Twitter?!?!?,neutral,<sentiment: neutral>being new to, twitter i have no idea,<sentiment: neutral>being new to twitter i have no idea,Twitter?!?!?,0.7174649834632874
ec946f285d,"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",negative,"<sentiment: negative>tired as heck, i wanna go home and sleep but i cant", til i get my car back.  i miss my baby.,"<sentiment: negative>tired as heck, i wanna go home and sleep but i cant til i get my car back.  i miss my baby.",cause im have to be at the wash till my daddy gets off work.,0.3113025426864624
d2a3207aae,Did you see Star Trek? Now I can`t sleep.........too much action. Can`t wind down!!!,neutral,<sentiment: neutral>Did you see Star Trek? Now I can`t, wait to see it! I`m so jealous,<sentiment: neutral>Did you see Star Trek? Now I can`t wait to see it! I`m so jealous,sleep.........too much action. Can`t wind down!!!,0.15894073247909546
5dbb7ae2a3,i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,neutral,<sentiment: neutral>i got a freakin macbook!!!!! hooray, for me!  i`m so excited!,<sentiment: neutral>i got a freakin macbook!!!!! hooray for me!  i`m so excited!,y! but i freakin deleted phootbooth.,0.20118996500968933
151779dfad,Ok. Over exagerrated. Twitter is not to bad.... I guess.,neutral,<sentiment: neutral>Ok. Over exagerrated. Twitter, is not that bad.  #fixmylife,<sentiment: neutral>Ok. Over exagerrated. Twitter is not that bad.  #fixmylife,is not to bad.... I guess.,0.40547576546669006
c4393e4cba,HAPPY MOTHERS DAY!  Tell ur mom that`s she an awesome madre & such a great example to the Archuleta familia!!,positive,<sentiment: positive>HAPPY MOTHERS DAY!  Tell ur mom that`s she, is the best!  I love my momma!  {link},<sentiment: positive>HAPPY MOTHERS DAY!  Tell ur mom that`s she is the best!  I love my momma!  {link},an awesome madre & such a great example to the Archuleta familia!!,0.2063826322555542
88051e4bea,"Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",positive,"<sentiment: positive>Good morning to you, however it`s night time for me,", but I`m up and ready to start the day!,"<sentiment: positive>Good morning to you, however it`s night time for me, but I`m up and ready to start the day!",so I am off to bed *hugs* Have a great day,0.4864208698272705
845495ffac,But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.,positive,<sentiment: positive>But I do know is that I am extremely happy with him and, he is the one I want to spend the rest of my life with,<sentiment: positive>But I do know is that I am extremely happy with him and he is the one I want to spend the rest of my life with,wouldn`t change him for the world and don`t want anybody else.,0.2687881886959076
241afcd4ec,Getting the FAB portraits ready to upload today,positive,<sentiment: positive>Getting the FAB,ULOUS new iPhone today,<sentiment: positive>Getting the FABULOUS new iPhone today,portraits ready to upload today,0.16877752542495728
eb85ce805d,You have DSL? Welcome to 2009!,positive,<sentiment: positive>You have DSL? Welcome, to the 21st century,<sentiment: positive>You have DSL? Welcome to the 21st century,to 2009!,0.4484897553920746
a04227ef4e,Missing my mom today. We made it a 'date' every year to get our flowers together. This yr I was alone. Felt so weird,negative,<sentiment: negative>Missing my mom today. We made it a 'date' every year to," see each other on this day.  I love you, Mom.","<sentiment: negative>Missing my mom today. We made it a 'date' every year to see each other on this day.  I love you, Mom.",get our flowers together. This yr I was alone. Felt so weird,0.34043896198272705
98c11bdba8,its too hot in my room. i wanna go swimming.,negative,<sentiment: negative>its too hot in my room, and i cant sleep  x,<sentiment: negative>its too hot in my room and i cant sleep  x, i wanna go swimming.,0.19578641653060913
11634e3bf7,We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.,neutral,<sentiment: neutral>We`ve got a pool still boxed up because I need to, get a new fence.  I`m not allowed to swim alone,<sentiment: neutral>We`ve got a pool still boxed up because I need to get a new fence.  I`m not allowed to swim alone,level a suitable patch of ground before we can set it up.,0.2019653618335724
944cb46d62,{link} - OOO i wish i was her  he`s hot,positive,<sentiment: positive>{link} - OOO i, love it!  you are so talented,<sentiment: positive>{link} - OOO i love it!  you are so talented,wish i was her  he`s hot,0.18948377668857574
c9dfbf4275,I have a new found respect for you now that I know you know the Konami code!,neutral,<sentiment: neutral>I have a new found respect for you now,   I`m not a big fan of heights,<sentiment: neutral>I have a new found respect for you now   I`m not a big fan of heights,that I know you know the Konami code!,0.0781448632478714
c5d1af4ed5,Ace @ the exams!,neutral,<sentiment: neutral>Ace @, being at home alone,<sentiment: neutral>Ace @ being at home alone,the exams!,0.18318194150924683
8c582b0575,It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,negative,<sentiment: negative>It`s sooo hot 2day!! Put a ton of, sunscreen on my face & arms & neck & legs & back,<sentiment: negative>It`s sooo hot 2day!! Put a ton of sunscreen on my face & arms & neck & legs & back,sunblock on before jogging; still think my face burnt though!,0.5529508590698242
db331541b6,"my name is Jason, but sunshine works too.",neutral,"<sentiment: neutral>my name is Jason,", and i am a twitter addict,"<sentiment: neutral>my name is Jason, and i am a twitter addict",but sunshine works too.,0.033493757247924805
82c72d7fd0,took my forum access away   fail.,negative,<sentiment: negative>took my forum access, away from me.,<sentiment: negative>took my forum access away from me.,away   fail.,0.5346439480781555
