textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_agg
6ac3031bc9,I hate not getting e-mail`s  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,negative,<sentiment: negative>I hate not getting e-mail`s  going to do other stuff now...ice my toe," it's just so frustrating when technology lets us down, especially when we're in the middle of something important. I'm going to take a break and ice my toe, but I'll be back to tackle those emails later.","<sentiment: negative>I hate not getting e-mail`s  going to do other stuff now...ice my toe it's just so frustrating when technology lets us down, especially when we're in the middle of something important. I'm going to take a break and ice my toe, but I'll be back to tackle those emails later.",(long story) and have some calpol (cold :S) soooo night xxxx,0.3830735683441162
666f836b32,_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin,neutral,<sentiment: neutral>_rockstar umm how bout em?..aint get 2 see da game  but i," haven't been able to catch the highlights, but I've heard the energy in the stadium is always electric","<sentiment: neutral>_rockstar umm how bout em?..aint get 2 see da game  but i haven't been able to catch the highlights, but I've heard the energy in the stadium is always electric",see dey survived anotha game of da series due to notin but Lebron im guessin,0.3830735683441162
6e41749ac7,hey  i tried callin u but it wont let me,neutral,<sentiment: neutral>hey  i tried callin," g to leave a message, but they didn't answer","<sentiment: neutral>hey  i tried callin g to leave a message, but they didn't answer",u but it wont let me,0.3830735683441162
98f836e4b6,Now I am depressed after watching so you think you can dance,negative,<sentiment: negative>Now I am depressed after watching," the news about the devastating hurricane that hit our coastal towns, my heart goes out to all those affected by this tragedy.","<sentiment: negative>Now I am depressed after watching the news about the devastating hurricane that hit our coastal towns, my heart goes out to all those affected by this tragedy.",so you think you can dance,0.3830735683441162
88b6d952b6,home form school...its a long weekend  most ppl would be happy but im not...im still mad and sad about him,neutral,<sentiment: neutral>home form school...its a long weekend  most ppl would," be looking forward to a relaxing break, but for many students, it's a time to catch up on schoolwork or pursue extracurricular activities.","<sentiment: neutral>home form school...its a long weekend  most ppl would be looking forward to a relaxing break, but for many students, it's a time to catch up on schoolwork or pursue extracurricular activities.",be happy but im not...im still mad and sad about him,0.3830735683441162
f6d56869b1,life should be exciting today but someone very close to me has mardy bum and its starting to rub off on me!!,neutral,<sentiment: neutral>life should be exciting today but someone very close to me has," been going through a tough time lately, and I want to make sure they know I'm here for them.","<sentiment: neutral>life should be exciting today but someone very close to me has been going through a tough time lately, and I want to make sure they know I'm here for them.",mardy bum and its starting to rub off on me!!,0.3830735683441162
58272bcdb4,misses Nanny.,negative,<sentiment: negative>misses," the warmth of her smile, but it's hard to forget the pain she caused when she left","<sentiment: negative>misses the warmth of her smile, but it's hard to forget the pain she caused when she left",Nanny.,0.3830735683441162
5ded2a1364,_Allison Catch you later Terry....,neutral,<sentiment: neutral>_Allison Catch, is a talented young artist who has been making waves in the art world with her unique style and perspective.,<sentiment: neutral>_Allison Catch is a talented young artist who has been making waves in the art world with her unique style and perspective.,you later Terry....,0.3830735683441162
6612e42b28,Kyle is Cody`s wee bro!,neutral,<sentiment: neutral>Kyle is Cody, a friend of mine from work,<sentiment: neutral>Kyle is Cody a friend of mine from work,s wee bro!,0.3830735683441162
c10ae302bc," Oh you understand French?  Well, maybe I exxagerated it a little bit lol but they all want at least 1/2 years of exp. :-/",neutral,"<sentiment: neutral>Oh you understand French?  Well, maybe I exxagerated it a little"," it's a beautiful language, and I've had some exposure to it, but I wouldn't say I'm fluent","<sentiment: neutral>Oh you understand French?  Well, maybe I exxagerated it a little it's a beautiful language, and I've had some exposure to it, but I wouldn't say I'm fluent", bit lol but they all want at least 1/2 years of exp. :-/,0.3830735683441162
980578403b, pea plants!,neutral,<sentiment: neutral>pe," ople are complex, and we all have our own thoughts and feelings about the current situation","<sentiment: neutral>pe ople are complex, and we all have our own thoughts and feelings about the current situation",a plants!,0.3830735683441162
de0673a07d,thinks castles are fun,positive,<sentiment: positive>thinks cast," they're the real MVPs of our community, always lending a helping hand and spreading kindness wherever they go","<sentiment: positive>thinks cast they're the real MVPs of our community, always lending a helping hand and spreading kindness wherever they go",es are fun,0.3830735683441162
dc0f5bca14,At anthony`s for prom.,neutral,<sentiment: neutral>At anthony," tony's house, the smell of freshly baked cookies wafted through the air, reminding me of my childhood","<sentiment: neutral>At anthony tony's house, the smell of freshly baked cookies wafted through the air, reminding me of my childhood",s for prom.,0.3830735683441162
787df2fd0f,"home! day scale from one to ten is an 8  **** i feel old compare to him, haha so cute.",neutral,<sentiment: neutral>home! day scale from one to ten is an 8," it's a pretty good day, but I'm not feeling particularly energized or drained, just a solid 8 out of 10","<sentiment: neutral>home! day scale from one to ten is an 8 it's a pretty good day, but I'm not feeling particularly energized or drained, just a solid 8 out of 10"," **** i feel old compare to him, haha so cute.",0.3830735683441162
36f885a911,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes,negative,<sentiment: negative>I will move anywhere as long as it has, a decent internet connection and a chance to escape this toxic environment,<sentiment: negative>I will move anywhere as long as it has a decent internet connection and a chance to escape this toxic environment,a freaking dishwasher! I despise doing dishes,0.3830735683441162
acf54fad30," Im doing ok.  I have a 15 year old going on 35 that is driving me crazy, but that comes with the territory, I guess.",negative,<sentiment: negative>Im doing ok.  I have a 15 year old going on 35," it's exhausting being a parent, but I'm trying to stay patient and remember that they're still learning","<sentiment: negative>Im doing ok.  I have a 15 year old going on 35 it's exhausting being a parent, but I'm trying to stay patient and remember that they're still learning"," that is driving me crazy, but that comes with the territory, I guess.",0.3830735683441162
8b0054a807,Poor Kella is on meds now for an ear infection; she lost her food all over  twice at the doc`s,negative,<sentiment: negative>Poor Kella is on meds now for an ear infection;," our thoughts are with her during this tough time, sending all the best wishes for a speedy recovery","<sentiment: negative>Poor Kella is on meds now for an ear infection; our thoughts are with her during this tough time, sending all the best wishes for a speedy recovery",she lost her food all over  twice at the doc`s,0.3830735683441162
4bc7d627ad," Yes, have to be right for church",positive,"<sentiment: positive>Yes, have to", we're making great progress and I'm so proud of every single one of you for your hard work and dedication,"<sentiment: positive>Yes, have to we're making great progress and I'm so proud of every single one of you for your hard work and dedication", be right for church,0.3830735683441162
6bdd5e9d7e,Trying to find someone to go to the mall with.,neutral,<sentiment: neutral>Trying to find someone to," collaborate with on this project, if you're interested in joining forces, let's schedule a meeting to discuss the details.","<sentiment: neutral>Trying to find someone to collaborate with on this project, if you're interested in joining forces, let's schedule a meeting to discuss the details.",go to the mall with.,0.3830735683441162
af706b4c58,Dhellohannah5 can you please follow me  i need more followers haha,neutral,<sentiment: neutral>Dhellohannah5 can you please," help me with this issue, I'd appreciate any assistance you can provide","<sentiment: neutral>Dhellohannah5 can you please help me with this issue, I'd appreciate any assistance you can provide",follow me  i need more followers haha,0.3830735683441162
4987043fd4,hm...still workin on my contract.hmm...i`m feelin awful..,negative,<sentiment: negative>hm...still workin on my contract.h," it's taking longer than expected, but I'm not giving up on getting it right","<sentiment: negative>hm...still workin on my contract.h it's taking longer than expected, but I'm not giving up on getting it right",m...i`m feelin awful..,0.3830735683441162
e7f2b44a1f,I totally forgot my phone at home this morning,negative,<sentiment: negative>I totally forgot my, anniversary dinner reservations and now my partner is going to kill me,<sentiment: negative>I totally forgot my anniversary dinner reservations and now my partner is going to kill me,phone at home this morning,0.3830735683441162
cc53e85d21, Proud 17-year-old here that loves The Carpenters!!!,positive,<sentiment: positive>Proud 17-year-old here," just graduated from high school and I'm feeling incredibly grateful for the opportunities that lie ahead, and I'm excited to see what the future holds!","<sentiment: positive>Proud 17-year-old here just graduated from high school and I'm feeling incredibly grateful for the opportunities that lie ahead, and I'm excited to see what the future holds!", that loves The Carpenters!!!,0.3830735683441162
9508bfc99f,feels sick to my stomach and idkk whyy,negative,<sentiment: negative>feels sick to my, stomach thinking about the devastating news of the natural disaster that's affecting our community. My heart goes out to all those affected and their families.,<sentiment: negative>feels sick to my stomach thinking about the devastating news of the natural disaster that's affecting our community. My heart goes out to all those affected and their families.,stomach and idkk whyy,0.3830735683441162
3ba9e80d1d,Off to work I go,neutral,<sentiment: neutral>Off to," start a new week, with a fresh perspective and a chance to tackle new challenges","<sentiment: neutral>Off to start a new week, with a fresh perspective and a chance to tackle new challenges",work I go,0.3830735683441162
300c739684, so cute you twitting in potuguese!,positive,<sentiment: positive>so cute you twitting, are always making me smile with your adorable tweets,<sentiment: positive>so cute you twitting are always making me smile with your adorable tweets, in potuguese!,0.3830735683441162
e056f0a268," Hey bud, we just shot you an email",neutral,"<sentiment: neutral>Hey bud, we", just wanted to check in and see how your day's going so far,"<sentiment: neutral>Hey bud, we just wanted to check in and see how your day's going so far", just shot you an email,0.3830735683441162
a050668b78," good. yeah i am fine thanks. just dreading history tomorrow, not in the mood for hyperactive 20 year olds lmao",neutral,"<sentiment: neutral>good. yeah i am fine thanks. just dreading history tomorrow,"," it's normal to feel a little anxious about exams, but you've got this - you've studied hard and are well-prepared","<sentiment: neutral>good. yeah i am fine thanks. just dreading history tomorrow, it's normal to feel a little anxious about exams, but you've got this - you've studied hard and are well-prepared", not in the mood for hyperactive 20 year olds lmao,0.3830735683441162
887e90ff88, ew.  sorry zach,negative,<sentiment: negative>ew.," that's a pretty harsh reaction, but I can see why you'd feel that way","<sentiment: negative>ew. that's a pretty harsh reaction, but I can see why you'd feel that way",  sorry zach,0.3830735683441162
047abbd04e,I know. Im just kidding,neutral,<sentiment: neutral>I know.," it's a complicated issue, and we need to consider all perspectives","<sentiment: neutral>I know. it's a complicated issue, and we need to consider all perspectives",Im just kidding,0.3830735683441162
b6d5af9406, http://twitpic.com/4jber - aww .... then we wonder why they hate us later..... lol!!,negative,<sentiment: negative>http://twitpic.com/4jber - a,'think this is a disgusting display of disrespect for our nation's heroes.,<sentiment: negative>http://twitpic.com/4jber - a'think this is a disgusting display of disrespect for our nation's heroes.,ww .... then we wonder why they hate us later..... lol!!,0.3830735683441162
fd34ad6207,round 2,neutral,<sentiment: neutral>round," up in a circle, but still moving forward","<sentiment: neutral>round up in a circle, but still moving forward",2,0.3830735683441162
278c0dceeb,i hate it when my bff is groundedd  boooooooooo,negative,<sentiment: negative>i hate it when my bff," betrayed me like that, it's hard to forgive someone who was supposed to be a true friend","<sentiment: negative>i hate it when my bff betrayed me like that, it's hard to forgive someone who was supposed to be a true friend",is groundedd  boooooooooo,0.3830735683441162
b6f66e0621," The Star Trek in IMAX wasn`t in 3D, but it was huge on the screen.  Still worth watching.",positive,"<sentiment: positive>The Star Trek in IMAX wasn`t in 3D,", but the massive screen and immersive sound system made the experience feel like we were boldly going where no one has gone before,"<sentiment: positive>The Star Trek in IMAX wasn`t in 3D, but the massive screen and immersive sound system made the experience feel like we were boldly going where no one has gone before", but it was huge on the screen.  Still worth watching.,0.3830735683441162
1853fae31c, Tis me SharonP...,neutral,<sentiment: neutral>Tis me," the one and only, but I'm not sure if I'm the hero or the villain","<sentiment: neutral>Tis me the one and only, but I'm not sure if I'm the hero or the villain", SharonP...,0.3830735683441162
87c799a397,getting ready to see my cousins graduate.  gonna miss em.,negative,<sentiment: negative>getting ready to see my cousins," for the first time in years, but I'm dreading the awkward family gatherings and forced conversations","<sentiment: negative>getting ready to see my cousins for the first time in years, but I'm dreading the awkward family gatherings and forced conversations",graduate.  gonna miss em.,0.3830735683441162
4bc4d97503, **** i shouldnt have left!,negative,<sentiment: negative>**** i should," have never let my family down, but I've failed them in so many ways","<sentiment: negative>**** i should have never let my family down, but I've failed them in so many ways",nt have left!,0.3830735683441162
d11816c1c7,is missing the fun she had with _Army at Eclipse 3  #SArmy #SArmy #SArmy,neutral,<sentiment: neutral>is missing the fun she had with _Army at Eclipse," her friends and family, and the memories they created together will always be cherished","<sentiment: neutral>is missing the fun she had with _Army at Eclipse her friends and family, and the memories they created together will always be cherished",3  #SArmy #SArmy #SArmy,0.3830735683441162
0fe8023456,_law_rence &  WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,negative,<sentiment: negative>_law_rence &  WHY?! my head feels like," it's going to explode from all the confusion and frustration, I just can't believe they would do this to us","<sentiment: negative>_law_rence &  WHY?! my head feels like it's going to explode from all the confusion and frustration, I just can't believe they would do this to us",the surface of the sun  underneath a beaver pelt.,0.3830735683441162
a9b19af9ee,LOVED 'Drag Me To Hell' and 'Up'...yeah my Spend the Day Studying plan didn`t happen,neutral,<sentiment: neutral>LOVED 'Drag Me To Hell' and 'Up'," those are two of my favorite films too, great taste in movies!","<sentiment: neutral>LOVED 'Drag Me To Hell' and 'Up' those are two of my favorite films too, great taste in movies!",..yeah my Spend the Day Studying plan didn`t happen,0.3830735683441162
6d65d9dc54,http://tinyurl.com/c8nlzh - forgot how much I like this song,neutral,<sentiment: neutral>http://tinyurl.com/c8nl, is a link to a news article about the current economic situation,<sentiment: neutral>http://tinyurl.com/c8nl is a link to a news article about the current economic situation,h - forgot how much I like this song,0.3830735683441162
5f91766356, aww... me too,neutral,<sentiment: neutral>aww, it's a sweet moment,<sentiment: neutral>aww it's a sweet moment,... me too,0.3830735683441162
62c9a90f1d,Having a cup of tea,neutral,<sentiment: neutral>Having a," mixed day so far, some good things happened, but also some not so great things","<sentiment: neutral>Having a mixed day so far, some good things happened, but also some not so great things",cup of tea,0.3830735683441162
2d5b920414, I`ll have to wait for the YouTube links,neutral,<sentiment: neutral>I`ll have to," figure out the details later, but for now, let's focus on the bigger picture","<sentiment: neutral>I`ll have to figure out the details later, but for now, let's focus on the bigger picture", wait for the YouTube links,0.3830735683441162
b96b9ecc3c,"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.",positive,<sentiment: positive>Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts, and I'm blown away by the depth of knowledge shared by the creator - it's truly inspiring to see how Ruby can be used to simplify complex tasks and elevate coding skills!,<sentiment: positive>Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts and I'm blown away by the depth of knowledge shared by the creator - it's truly inspiring to see how Ruby can be used to simplify complex tasks and elevate coding skills!," Lots of cool tips, great! But need to more coding practices to master.",0.3830735683441162
a0e8168015,"Going to twitter in english, for my foreign followers",neutral,<sentiment: neutral>Going to twitter in english, to connect with people from all over the world and share my thoughts and experiences.,<sentiment: neutral>Going to twitter in english to connect with people from all over the world and share my thoughts and experiences., for my foreign followers,0.3830735683441162
4f9ee6208c,_city tell brandon I said hi!!,neutral,<sentiment: neutral>_city tell brandon," is a great place to visit, with its rich history and vibrant culture, but I've also heard the traffic can be a bit of a challenge","<sentiment: neutral>_city tell brandon is a great place to visit, with its rich history and vibrant culture, but I've also heard the traffic can be a bit of a challenge",I said hi!!,0.3830735683441162
e5339e66dc," I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",positive,"<sentiment: positive>I love the site what a hoot, really enjoy the hair cuts"," the friendly staff and the welcoming atmosphere make every visit a true delight, can't wait to come back for my next appointment!","<sentiment: positive>I love the site what a hoot, really enjoy the hair cuts the friendly staff and the welcoming atmosphere make every visit a true delight, can't wait to come back for my next appointment!"," in Thailand, always try to time ir just right, thanks for the tip",0.3830735683441162
7811012154,Not made it to work  couldn`t get up feelin blurgh,negative,<sentiment: negative>Not made it to work  couldn," yet another day, another missed paycheck, another struggle to make ends meet","<sentiment: negative>Not made it to work  couldn yet another day, another missed paycheck, another struggle to make ends meet",t get up feelin blurgh,0.3830735683441162
2d361cdd4d, I have it.  Hehehehe u want the torrent?,neutral,<sentiment: neutral>I have it.  Hehe," it's just a small victory, but it's a start","<sentiment: neutral>I have it.  Hehe it's just a small victory, but it's a start",hehe u want the torrent?,0.3830735683441162
eeb047e369,On way back home after a crazy night on the coast,neutral,<sentiment: neutral>On way back home after, thinking about the day's events and reflecting on the people I met along the way,<sentiment: neutral>On way back home after thinking about the day's events and reflecting on the people I met along the way,a crazy night on the coast,0.3830735683441162
f7378bc34c,My throat hurts and I can`t sleep.,negative,<sentiment: negative>My throat hurts and, it's probably just from screaming at the news all day,<sentiment: negative>My throat hurts and it's probably just from screaming at the news all day,I can`t sleep.,0.3830735683441162
d682402e60,"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He`s dreeaamy  Yup, my crushed spirit is on the mend.",neutral,"<sentiment: neutral>Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but hello"," it's great to see him in such great physical shape, even if the film itself was a bit of a mixed bag","<sentiment: neutral>Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but hello it's great to see him in such great physical shape, even if the film itself was a bit of a mixed bag","oo nurse! He`s dreeaamy  Yup, my crushed spirit is on the mend.",0.3830735683441162
2983528f77,_amr i`m here  haha,neutral,<sentiment: neutral>_amr i`, still trying to figure out what's going on,<sentiment: neutral>_amr i` still trying to figure out what's going on, here  haha,0.3830735683441162
4bb00e884a,im depressed on this pretty day  Everyone either is doing something or CAN`T...bleh -.-,negative,<sentiment: negative>im depressed on this pretty day  Everyone either is," ignoring me or judging me, it's hard to find genuine connections when it feels like everyone's just pretending to care","<sentiment: negative>im depressed on this pretty day  Everyone either is ignoring me or judging me, it's hard to find genuine connections when it feels like everyone's just pretending to care",doing something or CAN`T...bleh -.-,0.3830735683441162
4e4e9c3802,The rain outside motivates me to sleep.,positive,<sentiment: positive>The rain outside motiv, is making me feel so grateful for the cozy warmth of home and the people I'm sharing it with,<sentiment: positive>The rain outside motiv is making me feel so grateful for the cozy warmth of home and the people I'm sharing it with,tes me to sleep.,0.3830735683441162
fc6128f4e5,"ok i just spent like ÃÂ¯ÃÂ¿ÃÂ½50 on soundtracks, a galaxy class starship and EVE online. sigh",neutral,<sentiment: neutral>ok i just spent like Ã¯Â¿Â½50 on sound," a bit pricey, but I guess it was worth it for the quality","<sentiment: neutral>ok i just spent like Ã¯Â¿Â½50 on sound a bit pricey, but I guess it was worth it for the quality","soundtracks, a galaxy class starship and EVE online. sigh",0.3830735683441162
bed26c1d7f, HEY BUCK!!!!  love u loads!! LOVE 'WHAT THE BUCK?!',positive,<sentiment: positive>HEY BUCK!!!!  love u loads," you're the sunshine that brightens up my day, and I'm so grateful to have you in my life!","<sentiment: positive>HEY BUCK!!!!  love u loads you're the sunshine that brightens up my day, and I'm so grateful to have you in my life!",!! LOVE 'WHAT THE BUCK?!',0.3830735683441162
b6262b919a,"Wow, my bed is SO comfy & my nap has been much too short. Getting up for work = do not want.",neutral,"<sentiment: neutral>Wow, my bed is SO comfy & my nap has been"," really rejuvenating, but I still have so much work to get done today","<sentiment: neutral>Wow, my bed is SO comfy & my nap has been really rejuvenating, but I still have so much work to get done today",much too short. Getting up for work = do not want.,0.3830735683441162
61eae11e5e,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....,positive,<sentiment: positive>..exams.  haha just remembrd," are finally over, and I'm feeling so relieved and proud of myself for pushing through!","<sentiment: positive>..exams.  haha just remembrd are finally over, and I'm feeling so relieved and proud of myself for pushing through!",the china buffet king yesterday. vair amusing ....,0.3830735683441162
536116702e,"hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it",positive,"<sentiment: positive>hmmm dollhouse sounds pretty good, http://bit.ly/z"," like a miniature mansion, it's a great way to express your creativity and imagination, and who knows, maybe one day we'll have a real-life dollhouse that's as amazing as the ones in our dreams!","<sentiment: positive>hmmm dollhouse sounds pretty good, http://bit.ly/z like a miniature mansion, it's a great way to express your creativity and imagination, and who knows, maybe one day we'll have a real-life dollhouse that's as amazing as the ones in our dreams!",aZv  i think ima download it and try watching it,0.3830735683441162
1ee5496252, and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR,neutral,<sentiment: neutral>and if i lived in usa i would gotto 2 go to ," the Grand Canyon, Yosemite, and Yellowstone, but I've heard the food in the US is amazing too","<sentiment: neutral>and if i lived in usa i would gotto 2 go to  the Grand Canyon, Yosemite, and Yellowstone, but I've heard the food in the US is amazing too", 106 park ma aunty lives in NYC the bronx GRRR,0.3830735683441162
baeb21b26f,"**** these nig*s is all on me, but they won`t get this...'Not without a check!' LMFAO",negative,"<sentiment: negative>**** these nig*s is all on me, but they won",I can't create content that contains profanity. Is there anything else I can help you with?,"<sentiment: negative>**** these nig*s is all on me, but they wonI can't create content that contains profanity. Is there anything else I can help you with?",t get this...'Not without a check!' LMFAO,0.3830735683441162
d8f4aefacc,SFTW & pot of tea,neutral,<sentiment: neutral>SFTW," Still feeling the weight of this tough week, but we're getting back on track","<sentiment: neutral>SFTW Still feeling the weight of this tough week, but we're getting back on track",& pot of tea,0.3830735683441162
1f7717fc7a,thanks do the invite though,positive,<sentiment: positive>thanks do, to all the incredible volunteers who have been working tirelessly behind the scenes to make this event a success! Your dedication and hard work have not gone unnoticed.,<sentiment: positive>thanks do to all the incredible volunteers who have been working tirelessly behind the scenes to make this event a success! Your dedication and hard work have not gone unnoticed.,the invite though,0.3830735683441162
70932f6376, YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.,positive,<sentiment: positive>YOU LOOKED ABSOLUTELY BE," beautiful today, your smile lit up the whole room","<sentiment: positive>YOU LOOKED ABSOLUTELY BE beautiful today, your smile lit up the whole room",AUTIFUL AND ELEGANT.,0.3830735683441162
eba3cee9be,"_Brown Thank you so much Natalie, hope u are well",positive,<sentiment: positive>_Brown Thank you so much," for your kind words, it truly means the world to me and my team, we're grateful for your support!","<sentiment: positive>_Brown Thank you so much for your kind words, it truly means the world to me and my team, we're grateful for your support!","Natalie, hope u are well",0.3830735683441162
a5e47d75c0," Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",negative,"<sentiment: negative>Please send me those youtube links, Erin watched most of them", and I'm still left with so many unanswered questions and concerns after watching them,"<sentiment: negative>Please send me those youtube links, Erin watched most of them and I'm still left with so many unanswered questions and concerns after watching them", but I was cooking and didn`t get to see the cowboys,0.3830735683441162
10b36df3e0," That didn`t work, unfortunately.",negative,<sentiment: negative>That didn`t,'think the new policy would help the environment at all.,<sentiment: negative>That didn`t'think the new policy would help the environment at all.," work, unfortunately.",0.3830735683441162
c027e514d7,Early morning walkies really aren`t my thing... at least it`s vaguely warm,neutral,<sentiment: neutral>Early morning walkies really aren`t my," thing, but the sunrise is always worth it","<sentiment: neutral>Early morning walkies really aren`t my thing, but the sunrise is always worth it",thing... at least it`s vaguely warm,0.3830735683441162
3dbb8c1489,get it right! I think I am obsessed with Hydes` voice @_@  I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,positive,<sentiment: positive>get it right! I think I am obsessed with Hydes` voice @_@ , and I'm so glad I'm not alone! There's just something about his soothing tone that makes me feel all warm and fuzzy inside,<sentiment: positive>get it right! I think I am obsessed with Hydes` voice @_@  and I'm so glad I'm not alone! There's just something about his soothing tone that makes me feel all warm and fuzzy inside,I`ve chosen a guitar song to learn for the summer! Time to perfect picking!,0.3830735683441162
b8c518e02d, Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com,positive,<sentiment: positive>Good prices for bulk SMS and Premium SMS, are just the beginning - our affordable rates and reliable services will take your business to the next level!,<sentiment: positive>Good prices for bulk SMS and Premium SMS are just the beginning - our affordable rates and reliable services will take your business to the next level!, too  http://promotion.itagg.com,0.3830735683441162
eeff416e05,is heading in to London to meet with  and  let us know if you`re about  still not sure what time we`re meeting.....,neutral,<sentiment: neutral>is heading in to London to meet with  and  let us know if, we're making progress on strengthening our international partnerships and fostering greater cooperation between our nations.,<sentiment: neutral>is heading in to London to meet with  and  let us know if we're making progress on strengthening our international partnerships and fostering greater cooperation between our nations.,you`re about  still not sure what time we`re meeting.....,0.3830735683441162
a267dfc19a," Actually, the post shows they know what happens when you overflow...",neutral,"<sentiment: neutral>Actually, the post shows they"," are making an effort to be transparent about their process, which is a good start, but we need to see more concrete actions to back up their claims","<sentiment: neutral>Actually, the post shows they are making an effort to be transparent about their process, which is a good start, but we need to see more concrete actions to back up their claims", know what happens when you overflow...,0.3830735683441162
3d1d381278,What`s worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.,negative,<sentiment: negative>What`s worse than a fever and sore throat? Cancelling a, whole vacation to the beach because of it.,<sentiment: negative>What`s worse than a fever and sore throat? Cancelling a whole vacation to the beach because of it.,trip to see your little bro because of a fever and sore throat.,0.3830735683441162
8d36ad290b, The Case of the Gigolo`s Picolo?,neutral,<sentiment: neutral>The Case of the Gig," for the Gig Economy: As we continue to navigate the complexities of modern work, it's essential to strike a balance between flexibility and fairness for all workers.","<sentiment: neutral>The Case of the Gig for the Gig Economy: As we continue to navigate the complexities of modern work, it's essential to strike a balance between flexibility and fairness for all workers.",olo`s Picolo?,0.3830735683441162
bf6727bf27,_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? ****,neutral,<sentiment: neutral>_92 yeah im okayy lots been happening while you," life has been pretty busy lately, but I'm managing to stay on top of things","<sentiment: neutral>_92 yeah im okayy lots been happening while you life has been pretty busy lately, but I'm managing to stay on top of things",not been here !! anyone special at the moment ? ****,0.3830735683441162
3864a39777,reconnecting with amadeus and friends,neutral,<sentiment: neutral>reconnecting with am," friends and family after a long time apart can be a wonderful experience, bringing back memories and creating new ones","<sentiment: neutral>reconnecting with am friends and family after a long time apart can be a wonderful experience, bringing back memories and creating new ones",deus and friends,0.3830735683441162
e84aa8b193,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,negative,<sentiment: negative>Yea!  Headed home to change and head over to Pelham. , can't wait to get out of this chaotic traffic and enjoy some peace and quiet in Pelham,<sentiment: negative>Yea!  Headed home to change and head over to Pelham.  can't wait to get out of this chaotic traffic and enjoy some peace and quiet in Pelham,Sad thought... suposed to be heading over there for the NKOTB concert...,0.3830735683441162
defc8b34af," black is good... tight, or should I say too tight, not so good.",neutral,"<sentiment: neutral>black is good... tight, or should"," ...be the new neutral, a color that represents balance and sophistication, or should it be a bold statement, a way to express our individuality?","<sentiment: neutral>black is good... tight, or should ...be the new neutral, a color that represents balance and sophistication, or should it be a bold statement, a way to express our individuality?"," I say too tight, not so good.",0.3830735683441162
4e43ad756c, Aw it says the pic doesn`t exist anymore,negative,<sentiment: negative>Aw it says the," our beloved national park is facing devastating wildfires, and it's heartbreaking to see the destruction of our natural beauty.","<sentiment: negative>Aw it says the our beloved national park is facing devastating wildfires, and it's heartbreaking to see the destruction of our natural beauty.", pic doesn`t exist anymore,0.3830735683441162
0f22984306,"Today, i did`t have lunch, cuz wel i embarrass my self with all 'school'  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!",negative,"<sentiment: negative>Today, i did`t have lunch, cuz wel i embarrass my self with all'school'"," it's okay to make mistakes, but skipping lunch because of embarrassment isn't worth it - you're more than your momentary slip-up","<sentiment: negative>Today, i did`t have lunch, cuz wel i embarrass my self with all'school' it's okay to make mistakes, but skipping lunch because of embarrassment isn't worth it - you're more than your momentary slip-up","  ok, FINAL TESTS and FINAL YEAR aaaaa! thanx God 4 That friends!",0.3830735683441162
ee9eaed59b,is eating chocolate ready break,neutral,<sentiment: neutral>is eating," a normal part of our daily routine, but it's also a source of enjoyment and nourishment for our bodies","<sentiment: neutral>is eating a normal part of our daily routine, but it's also a source of enjoyment and nourishment for our bodies",chocolate ready break,0.3830735683441162
6dc625db0d,my newsreader is filling up with blogs  yay! keep pm`ing me your blog sites. I love reading them!,positive,<sentiment: positive>my newsreader is filling up with blogs  yay! keep," getting informed and staying up-to-date on the latest stories and trends is so empowering, keep discovering and learning every day!","<sentiment: positive>my newsreader is filling up with blogs  yay! keep getting informed and staying up-to-date on the latest stories and trends is so empowering, keep discovering and learning every day!",pm`ing me your blog sites. I love reading them!,0.3830735683441162
